jrk_template	Phylum	Class	Order	Family	GENUS	Secondary_lifestyle	Genus	
jrk07367	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Pyrenyllium		#N/A	#N/A
jrk07370	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Pyrgostroma		Minimedusa	fungal_decomposer
jrk07376	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Pyripnomyces		#N/A	#N/A
jrk07386	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Quadracaea		Gigaspora	root-associated
jrk07387	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Quadricladium		#N/A	#N/A
jrk07392	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Quasidiscus		#N/A	#N/A
jrk07396	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Queenslandia		#N/A	#N/A
jrk07401	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Quezelia		#N/A	#N/A
jrk07407	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Raciborskiomyces		#N/A	#N/A
jrk07412	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Radiatispora		#N/A	#N/A
jrk07427	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Raizadenia		#N/A	#N/A
jrk07428	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ramakrishnanella		#N/A	#N/A
jrk07439	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ramicapitulum		#N/A	#N/A
jrk07440	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ramicephala		#N/A	#N/A
jrk07443	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ramoconidiifera		#N/A	#N/A
jrk07468	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Redbia		#N/A	#N/A
jrk07475	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Refractohilum	fungal_decomposer	#N/A	#N/A
jrk07491	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Repetoblastiella		Mortierella	root-associated
jrk07509	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Rhabdoclema		Paraglomus	root-associated
jrk07512	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Rhabdogloeopsis		Arxotrichum	0
jrk07515	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Rhabdostromella		Paraglomus	root-associated
jrk07516	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Rhabdostromina		Paraglomus	root-associated
jrk07531	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Rhexoampullifera		Aspergillus	foliar_endophyte
jrk07535	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Rhexoprolifer		Pervetustus	root-associated
jrk07543	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Rhipidocephalum		#N/A	#N/A
jrk07571	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Rhizosphaerina		#N/A	#N/A
jrk07575	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Rhodesia		Knufia	rock-inhabiting
jrk07576	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Rhodesiopsis		Syncephalis	fungal_decomposer
jrk07586	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Rhodothallus		#N/A	#N/A
jrk07591	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Rhombostilbella		#N/A	#N/A
jrk07592	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Rhopalocladium		#N/A	#N/A
jrk07603	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Rhynchomyces		Glomus	root-associated
jrk07605	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Rhynchoseptoria		#N/A	#N/A
jrk07607	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Rhynchosporina		#N/A	#N/A
jrk07620	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Riclaretia		#N/A	#N/A
jrk07628	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Rileya		#N/A	#N/A
jrk07646	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Robakia		Mortierella	root-associated
jrk07664	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Rogergoosiella		Ambispora	root-associated
jrk07679	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Roscoepoundia		#N/A	#N/A
jrk07699	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Rosulomyces		#N/A	#N/A
jrk07701	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Rota		#N/A	#N/A
jrk07716	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ruggieria		#N/A	#N/A
jrk07750	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sadasivania		Lobulomyces	vertebrate-associated
jrk07777	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sanjuanomyces		#N/A	#N/A
jrk07786	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sarcinosporon		Athelia	fungal_decomposer
jrk07789	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sarcoexcipula	fungal_decomposer	#N/A	#N/A
jrk07799	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sarcophoma		#N/A	#N/A
jrk07814	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sarophorum		#N/A	#N/A
jrk07818	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sativumoides		#N/A	#N/A
jrk07829	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Scaphidium		#N/A	#N/A
jrk07833	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sceptrifera		#N/A	#N/A
jrk07858	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Schizothyra		#N/A	#N/A
jrk07859	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Schizothyrella		Lecythophora	foliar_endophyte
jrk07862	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Schizothyropsis		Fusidium	0
jrk07864	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Schizotrichum		#N/A	#N/A
jrk07869	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Schroeteria		Paraglomus	root-associated
jrk07872	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Schwarzmannia		#N/A	#N/A
jrk07876	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Scirrhophoma		#N/A	#N/A
jrk07886	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sclerographiopsis		Helicodendron	0
jrk07887	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sclerographium		Exophiala	litter_saprotroph
jrk07888	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Scleromeris		#N/A	#N/A
jrk07894	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Scleropycnis		Talaromyces	0
jrk07898	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sclerozythia		#N/A	#N/A
jrk07904	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Scolecobeltrania		#N/A	#N/A
jrk07906	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Scolecodochium		#N/A	#N/A
jrk07908	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Scolecosporiella		Conocybe	0
jrk07910	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Scolecozythia		#N/A	#N/A
jrk07911	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Scolecotheca		Humicola	0
jrk07917	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Scoliotidium		Mortierella	root-associated
jrk07918	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Scopaphoma		#N/A	#N/A
jrk07919	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Scopulariella		#N/A	#N/A
jrk07928	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Scothelius		Pseudallescheria	animal_parasite
jrk07938	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Scutisporus		Articulospora	0
jrk07941	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Scutopeltis		#N/A	#N/A
jrk07942	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Scutopycnis		Claroideoglomus	root-associated
jrk07959	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Seimatosporiopsis		Lophiostoma	litter_saprotroph
jrk07966	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Selenosira		#N/A	#N/A
jrk07968	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Selenosporopsis		#N/A	#N/A
jrk07977	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Semipseudocercospora		Paraglomus	root-associated
jrk07984	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Septocytella		#N/A	#N/A
jrk07991	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Septomyxella		#N/A	#N/A
jrk07993	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Septopatella		Diversispora	root-associated
jrk07998	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Septosporiopsis		Mortierella	root-associated
jrk07999	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Septosporium		#N/A	#N/A
jrk08002	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Septotrullula		Rhizophlyctis	algal_parasite
jrk08012	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sessiliospora	fungal_decomposer	Claroideoglomus	root-associated
jrk08019	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Setolibertella		#N/A	#N/A
jrk08022	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Setophiale		Hymenula	litter_saprotroph
jrk08025	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Setosporella		#N/A	#N/A
jrk08034	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Seynesiopsis		#N/A	#N/A
jrk08037	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Shawiella		#N/A	#N/A
jrk08039	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sheariella		Septoglomus	root-associated
jrk08040	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sheathnema		#N/A	#N/A
jrk08045	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Shivomyces	litter_saprotroph	#N/A	#N/A
jrk08047	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Siamia		#N/A	#N/A
jrk08053	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sigmatomyces		#N/A	#N/A
jrk08061	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Simmonsiella		#N/A	#N/A
jrk08084	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sirexcipula		#N/A	#N/A
jrk08087	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sirocyphis		Paraglomus	root-associated
jrk08089	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sirogloea		Tubeufia	0
jrk08090	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Siroligniella		Myrmecridium	0
jrk08091	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sirophoma		#N/A	#N/A
jrk08092	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Siroplacodium		#N/A	#N/A
jrk08093	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Siropleura		#N/A	#N/A
jrk08094	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Siroscyphellina		#N/A	#N/A
jrk08095	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sirosperma		Allomyces	0
jrk08096	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sirosphaera		#N/A	#N/A
jrk08098	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sirosporonaemella		Septoglomus	root-associated
jrk08099	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sirozythia		#N/A	#N/A
jrk08100	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sirozythiella		#N/A	#N/A
jrk08101	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sirothecium		#N/A	#N/A
jrk08102	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sirothyriella		Neopseudolachnella	wood_saprotroph
jrk08103	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sirothyrium		Xenocylindrosporium	0
jrk08108	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sitochora		#N/A	#N/A
extra taxons by Kadri PŠrtel	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Skoua	animal-associated	#N/A	#N/A
jrk08141	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Soloacrospora		#N/A	#N/A
jrk08145	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Solosympodiella		#N/A	#N/A
jrk08146	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Soloterminospora		Mycena	root-associated
jrk08178	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Spermatoloncha		#N/A	#N/A
jrk08179	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Spermochaetella		#N/A	#N/A
jrk08181	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Spermosporella		#N/A	#N/A
jrk08186	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sphaeridium		Tetraploa	wood_saprotroph
jrk08187	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sphaeriostromella		#N/A	#N/A
jrk08199	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sphaeromma		#N/A	#N/A
jrk08202	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sphaeronema		#N/A	#N/A
jrk08204	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sphaerophoma		#N/A	#N/A
jrk08217	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sphaerulomyces		Pervetustus	root-associated
jrk08229	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Spicularia		#N/A	#N/A
jrk08232	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Spilomium	fungal_decomposer	#N/A	#N/A
jrk08240	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Spinulospora		Triscelophorus	litter_saprotroph
jrk08241	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Spiralum		#N/A	#N/A
jrk08248	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Spiropes	fungal_decomposer	#N/A	#N/A
jrk08255	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Splanchospora		#N/A	#N/A
jrk08256	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Spondylocladiella		Genolevuria	epiphyte
jrk08257	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Spondylocladiopsis		Eocronartium	0
jrk08267	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sporhaplus		Metarhizium	animal_decomposer
jrk08272	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sporidesmiopsis		#N/A	#N/A
jrk08281	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sporoglena		Calcarisporiella	0
jrk08285	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sporophiala		#N/A	#N/A
jrk08296	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sporotretophora		#N/A	#N/A
jrk08308	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Stachybotryella		#N/A	#N/A
jrk08315	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Stagonopatella		Cetraspora	root-associated
jrk08316	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Stagonopsis		#N/A	#N/A
jrk08318	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Stagonosporina		#N/A	#N/A
jrk08320	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Stagonostromella		#N/A	#N/A
jrk08325	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Stalagmochaetia		Chaetosphaeria	wood_saprotroph
jrk08330	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Stanhughesiella		#N/A	#N/A
jrk08340	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Stauronema		#N/A	#N/A
jrk08341	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Stauronematopsis		#N/A	#N/A
jrk08343	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Staurophoma		Udeniozyma	0
jrk08354	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Stegonsporiopsis		Pleurotheciella	0
jrk08364	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Stellifraga	fungal_decomposer	Rhizophagus	root-associated
jrk08365	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Stellomyces		#N/A	#N/A
jrk08366	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Stellopeltis		#N/A	#N/A
jrk08368	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Stellospora		#N/A	#N/A
jrk08369	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Stellothyriella		Schizothecium	0
jrk08377	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Stenocephalopsis		Septoglomus	root-associated
jrk08380	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Stenospora		#N/A	#N/A
jrk08387	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Stephembruneria		#N/A	#N/A
jrk08398	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Stevensonula		#N/A	#N/A
jrk08403	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Stictopatella		Mortierella	root-associated
jrk08405	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Stictosepta		#N/A	#N/A
jrk08406	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Stigmatellina		Mortierella	root-associated
jrk08413	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Stigmea		#N/A	#N/A
jrk08414	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Stigmella		Betamyces	0
jrk08418	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Stigmopeltis		Pterula	0
jrk08420	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Stilbellula		Mortierella	root-associated
jrk08422	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Stilbodendron		#N/A	#N/A
jrk08425	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Stilbophoma		Coniochaeta	foliar_endophyte
jrk08444	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Strasseriopsis		#N/A	#N/A
jrk08445	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Stratiphoromyces		#N/A	#N/A
jrk08460	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Striosphaeropsis		#N/A	#N/A
jrk08467	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Stromatocrea		#N/A	#N/A
jrk08473	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Stromatopycnis		#N/A	#N/A
jrk08475	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Stromatostysanus		Mortierella	root-associated
jrk08478	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Strongylothallus		#N/A	#N/A
jrk08483	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Stygiomyces	fungal_decomposer	#N/A	#N/A
jrk08484	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Stylaspergillus		#N/A	#N/A
jrk08495	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Subhysteropycnis		#N/A	#N/A
jrk08496	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Subicularium		#N/A	#N/A
jrk08523	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Suttoniella		#N/A	#N/A
jrk08524	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Suttonina		#N/A	#N/A
jrk08527	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Syamithabeeja		#N/A	#N/A
jrk08530	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sylviacollaea		Trichoderma	foliar_endophyte
jrk08536	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Symphysos		#N/A	#N/A
jrk08539	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sympodiocladium		Eichleriella	0
jrk08540	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sympodioclathra		Mortierella	root-associated
jrk08542	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Sympodioplanus		Conocybe	0
