"","Sample0759","Sample0720","Sample0760","Sample0761","Sample0793","Sample0718","Sample0758","Sample0753","Sample0796","Sample0727","Sample0795","Sample0717","Sample0726","Sample0752","Sample0755","Sample0754","Sample0792","Sample0721","Sample0788","Sample0757","Sample0789","Sample0791","Sample0797","Sample0762","Sample0790","Sample0756","Sample0719","Sample0763","Sample0794","Sample0723","Sample0725","Sample0799","Sample0798","Sample0716","Sample0722","Sample0724","Sample0229","Sample0142","Sample0148","Sample0235","Sample0233","Sample0231","Sample0154","Sample0149","Sample0190","Sample0146","Sample0230","Sample0152","Sample0188","Sample0145","Sample0186","Sample0232","Sample0192","Sample0191","Sample0181","Sample0153","Sample0227","Sample0182","Sample0184","Sample0185","Sample0183","Sample0147","Sample0150","Sample0234","Sample0156","Sample0228","Sample0144","Sample0187","Sample0236","Sample0225","Sample0226","Sample0189"
"OTU_19",0,0,0,0,0,0,52,2,5,0,0,0,9,0,0,6,0,4,0,0,60,0,31,0,0,0,0,0,0,10,23,0,0,0,0,0,3,0,3,56,0,0,5,2,0,1,0,0,0,5,0,89,4,2,1,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"OTU_203",0,0,0,0,0,15,0,0,22,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_924",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_115",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_454",0,0,0,0,0,53,0,20,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_128",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_82",0,20,0,0,0,0,0,10,69,0,1,4,0,12,0,0,0,0,0,109,83,0,0,0,23,7,0,0,0,0,0,0,713,0,0,5,0,0,15,0,0,0,0,1,0,4,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU_52",1213,472,272,238,18,194,795,178,4,849,0,135,451,716,76,370,0,503,0,22,87,0,0,235,0,0,40,274,0,0,30,0,0,0,0,6,635,0,8,36,0,1,152,10,36,58,121,62,12,68,14,186,49,27,2,20,1,5,10,29,5,38,7,0,12,0,2,13,0,0,0,0
"OTU_7",380,1287,229,231,1248,223,34,179,34,856,1241,320,46,246,123,507,0,204,22,436,33,0,369,104,326,51,84,260,0,162,0,348,39,0,39,7,225,540,470,64,7,176,292,587,164,183,0,87,167,201,495,848,131,163,410,155,0,248,178,309,223,580,336,0,461,0,675,284,0,0,0,0
"OTU_169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2,35,0,0,2,0,0,0,0,0,0,0,0,0
"OTU_826",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_14",1181,0,0,271,1199,1461,1,340,414,549,0,561,3332,358,48,114,0,1178,367,0,213,136,28,86,357,255,81,0,0,29,18,207,116,328,108,52,29,134,90,0,0,221,52,95,103,35,193,76,45,59,57,1002,88,38,188,49,0,64,56,81,48,100,218,0,222,0,160,88,0,0,0,0
"OTU_256",0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,29,4,6,0,4,0,25,0,3,0,33,1,1,17,1,0,0,7,0,2,4,9,0,0,0,8,5,0,0,0,0
"OTU_131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0
"OTU_5156",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"OTU_262",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
