jrk_template	Phylum	Class	Order	Family	GENUS	Secondary_lifestyle	Genus	
jrk01856	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Cleistoiodophanus			
jrk02231	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Cubonia	dung_saprotroph		
jrk07745	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Saccobolus			
jrk08774	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Thecotheus	dung_saprotroph		
jrk00661	Ascomycota	Pezizomycetes	Pezizales	Ascodesmidaceae	Ascodesmis			
jrk01524	Ascomycota	Pezizomycetes	Pezizales	Ascodesmidaceae	Cephaliophora	dung_saprotroph		
jrk01656	Ascomycota	Pezizomycetes	Pezizales	Ascodesmidaceae	Chalazion	dung_saprotroph		
jrk02047	Ascomycota	Pezizomycetes	Pezizales	Ascodesmidaceae	Coprotiella			
jrk02576	Ascomycota	Pezizomycetes	Pezizales	Ascodesmidaceae	Dictyocoprotus			
jrk02861	Ascomycota	Pezizomycetes	Pezizales	Ascodesmidaceae	Eleutherascus			
jrk04477	Ascomycota	Pezizomycetes	Pezizales	Ascodesmidaceae	Lasiobolus			
jrk04811	Ascomycota	Pezizomycetes	Pezizales	Ascodesmidaceae	Luciotrichus			
jrk05851	Ascomycota	Pezizomycetes	Pezizales	Ascodesmidaceae	Ochotrichobolus			
jrk08968	Ascomycota	Pezizomycetes	Pezizales	Ascodesmidaceae	Trichobolus			
jrk01335	Ascomycota	Pezizomycetes	Pezizales	Caloscyphaceae	Caloscypha	litter_saprotroph		
jrk01722	Ascomycota	Pezizomycetes	Pezizales	Chorioactidaceae	Chorioactis	litter_saprotroph		
jrk02505	Ascomycota	Pezizomycetes	Pezizales	Chorioactidaceae	Desmazierella			
jrk05734	Ascomycota	Pezizomycetes	Pezizales	Chorioactidaceae	Neournula			
jrk07199	Ascomycota	Pezizomycetes	Pezizales	Chorioactidaceae	Pseudosarcosoma			
jrk08962	Ascomycota	Pezizomycetes	Pezizales	Chorioactidaceae	Trichaleurina			
jrk09368	Ascomycota	Pezizomycetes	Pezizales	Chorioactidaceae	Wolfina			
jrk02701	Ascomycota	Pezizomycetes	Pezizales	Discinaceae	Discina			
jrk03183	Ascomycota	Pezizomycetes	Pezizales	Discinaceae	Fischerula			
jrk03597	Ascomycota	Pezizomycetes	Pezizales	Discinaceae	Gymnohydnotrya			
jrk03614	Ascomycota	Pezizomycetes	Pezizales	Discinaceae	Gyromitra			
jrk03986	Ascomycota	Pezizomycetes	Pezizales	Discinaceae	Hydnotrya			
jrk04268	Ascomycota	Pezizomycetes	Pezizales	Discinaceae	Kalapuya			
jrk04641	Ascomycota	Pezizomycetes	Pezizales	Discinaceae	Leucangium			
jrk07193	Ascomycota	Pezizomycetes	Pezizales	Discinaceae	Pseudorhizina	soil_saprotroph		
jrk03416	Ascomycota	Pezizomycetes	Pezizales	Glaziellaceae	Glaziella			
jrk09927	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Acetabula			
jrk00900	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Balsamia			
jrk00930	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Barssia			
jrk03779	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Helvella			
jrk09166	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Underwoodia			
jrk09391	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Wynnella			
jrk04275	Ascomycota	Pezizomycetes	Pezizales	Kallistoskyphaceae	Kallistoskypha			
jrk04290	Ascomycota	Pezizomycetes	Pezizales	Karstenellaceae	Karstenella	soil_saprotroph		
jrk02703	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Disciotis			
jrk02703	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Mitrophora			
jrk05288	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella	root-associated		
jrk09294	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Verpa			
jrk00126	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Adelphella			
jrk00341	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Amylascus			
extra taxons by Karen Don	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Antrelloides			
jrk00539	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Aquapeziza			
jrk01138	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Boudiera			
jrk01329	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Calongea			
jrk01437	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Carbomyces			
jrk01466	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Cazia			
jrk02425	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Delastria			
jrk02859	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Elderia	root-associated		
jrk03012	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Eremiomyces	root-associated		
jrk03309	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Galactinia			
jrk09929	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Glischroderma			
jrk03695	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Hapsidomyces			
jrk03978	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Hydnobolites			
jrk09930	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Hydnoplicata			
jrk03987	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Hydnotryopsis			
jrk04111	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Imaia			
jrk04163	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Iodophanus	dung_saprotroph		
jrk04165	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Iodowynnea	wood_saprotroph		
jrk04266	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Kalaharituber	root-associated		
jrk04583	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Lepidotia			
jrk04823	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Luteoamylascus			
jrk04915	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Marcelleina			
jrk04971	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Mattirolomyces	root-associated		
jrk09931	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Muciturbo			
jrk05380	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Mycoclelandia			
jrk09932	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Oedocephalum			
jrk06006	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Pachyella			
jrk06012	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Pachyphlodes			
jrk09933	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Pachyphloeus			
jrk06334	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	foliar_endophyte		
jrk06779	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Plicaria	litter_saprotroph		
jrk06780	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Plicariella			
jrk07583	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Rhodopeziza			
jrk07721	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Ruhlandiella			
jrk07798	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Sarcopeziza			
jrk07806	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Sarcosphaera			
jrk09934	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Scabropezia			
jrk08214	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Sphaerozone			
jrk08441	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Stouffera			
jrk08692	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Temperantia			
jrk08713	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Terfezia			
jrk08863	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Tirmania			
jrk09154	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Ulurua			
jrk00465	Ascomycota	Pezizomycetes	Pezizales	Pezizales family incertae sedis	Aparaphysaria			
jrk00646	Ascomycota	Pezizomycetes	Pezizales	Pezizales family incertae sedis	Ascocalathium			
jrk01137	Ascomycota	Pezizomycetes	Pezizales	Pezizales family incertae sedis	Boubovia	foliar_endophyte		
jrk01139	Ascomycota	Pezizomycetes	Pezizales	Pezizales family incertae sedis	Boudierella			
jrk01758	Ascomycota	Pezizomycetes	Pezizales	Pezizales family incertae sedis	Cidaris			
jrk02049	Ascomycota	Pezizomycetes	Pezizales	Pezizales family incertae sedis	Coprotus			
jrk02502	Ascomycota	Pezizomycetes	Pezizales	Pezizales family incertae sedis	Desertella			
jrk03174	Ascomycota	Pezizomycetes	Pezizales	Pezizales family incertae sedis	Filicupula			
jrk03703	Ascomycota	Pezizomycetes	Pezizales	Pezizales family incertae sedis	Harmoniella			
jrk03867	Ascomycota	Pezizomycetes	Pezizales	Pezizales family incertae sedis	Hiemsia			
jrk04663	Ascomycota	Pezizomycetes	Pezizales	Pezizales family incertae sedis	Leucoscypha			
jrk05149	Ascomycota	Pezizomycetes	Pezizales	Pezizales family incertae sedis	Microeurotium			
jrk05287	Ascomycota	Pezizomycetes	Pezizales	Pezizales family incertae sedis	Moravecia			
jrk05367	Ascomycota	Pezizomycetes	Pezizales	Pezizales family incertae sedis	Mycoarctium			
jrk05388	Ascomycota	Pezizomycetes	Pezizales	Pezizales family incertae sedis	Mycogalopsis	dung_saprotroph		
jrk05863	Ascomycota	Pezizomycetes	Pezizales	Pezizales family incertae sedis	Octosporella			
jrk05952	Ascomycota	Pezizomycetes	Pezizales	Pezizales family incertae sedis	Orcadia			
jrk08133	Ascomycota	Pezizomycetes	Pezizales	Pezizales family incertae sedis	Solanella			
jrk08209	Ascomycota	Pezizomycetes	Pezizales	Pezizales family incertae sedis	Sphaerosoma			
jrk03863	Ascomycota	Pezizomycetes	Pezizales	Pseudombrophilaceae	Heydenia			
jrk04476	Ascomycota	Pezizomycetes	Pezizales	Pseudombrophilaceae	Lasiobolidium	foliar_endophyte		
jrk05946	Ascomycota	Pezizomycetes	Pezizales	Pseudombrophilaceae	Orbicula	dung_saprotroph		
jrk07122	Ascomycota	Pezizomycetes	Pezizales	Pseudombrophilaceae	Pseudombrophila	dung_saprotroph		
jrk04498	Ascomycota	Pezizomycetes	Pezizales	Pulvinulaceae	Lazuardia			
jrk07025	Ascomycota	Pezizomycetes	Pezizales	Pulvinulaceae	Pseudoboubovia			
jrk07309	Ascomycota	Pezizomycetes	Pezizales	Pulvinulaceae	Pulvinula			
jrk00053	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Acervus	soil_saprotroph		
jrk00193	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Aleuria			
jrk00194	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Aleurina			
jrk00281	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Amblyosporium	fungal_decomposer		
jrk00445	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Anthracobia	litter_saprotroph		
jrk00599	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Arpinia			
jrk00673	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Ascorhizoctonia	litter_saprotroph		
jrk00677	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Ascosparassis			
jrk00920	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Barlaea			
jrk01276	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Byssonectria	dung_saprotroph		
jrk01646	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Chaetothiersia			
jrk01674	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Cheilymenia	dung_saprotroph		
jrk09935	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Coprobia			
jrk02254	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Cupulina			
jrk02627	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Diehliomyces			
jrk02973	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Eoaleurina			
jrk03312	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Galeoscypha			
jrk03368	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Genabea			
jrk03369	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Genea			
jrk03370	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Geneosperma			
jrk03379	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Geopora			
jrk03405	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Gilkeya			
jrk09936	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Greletia	soil_saprotroph		
jrk03891	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Hoffmannoscypha			
jrk03933	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Humaria			
jrk09937	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Inermisia	dung_saprotroph		
jrk04208	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Jafnea			
jrk09938	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Kotlabaea			
jrk04453	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Lamprospora			
jrk04504	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Lathraeodiscus			
jrk04806	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Lotinia			
jrk05052	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Melastiza			
jrk05160	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Micronematobotrys	foliar_endophyte		
jrk05192	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Miladina			
jrk05252	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Monascella			
jrk05466	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Myrmecocystis			
jrk05728	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Neottiella			
jrk05861	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Octospora			
jrk05864	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Octosporopsis			
jrk05984	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Otidea			
jrk09939	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Otideopsis			
jrk05992	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Oviascoma			
jrk06166	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Parascutellinia			
jrk06189	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Paratricharina			
jrk06191	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Paratrichophaea			
jrk06338	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Petchiomyces			
jrk09940	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Phaeangium			
jrk06610	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Picoa			
jrk06688	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Planamyces			
jrk06990	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pseudaleuria			
jrk07234	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pseudotricharina			
jrk07301	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pulchromyces			
jrk09941	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pustularia			
jrk07378	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pyronema	litter_saprotroph		
jrk07379	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pyropyxis	litter_saprotroph		
jrk07448	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Ramsbottomia			
jrk07546	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Rhizoblepharia			
jrk09942	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Rhodoscypha			
jrk09943	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Rhodotarzetta			
jrk07935	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Scutellinia	soil_saprotroph		
jrk07963	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Selenaspora	moss_parasite		
jrk09944	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Sepultaria			
jrk08003	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Sepultariella			
jrk08125	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Smardaea	foliar_endophyte		
jrk08126	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Smarodsia			
jrk08158	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Sowerbyella			
jrk08210	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Sphaerosporella			
jrk08262	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Spooneromyces	litter_saprotroph		
jrk09945	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Stephensia			
jrk08965	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Tricharina	foliar_endophyte		
jrk09005	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Trichophaea			
jrk09006	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Trichophaeopsis	foliar_endophyte		
jrk09241	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Warcupia			
jrk09278	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Wenyingia			
jrk09337	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Wilcoxina			
jrk06585	Ascomycota	Pezizomycetes	Pezizales	Rhizinaceae	Phymatotrichopsis	litter_saprotroph		
jrk07259	Ascomycota	Pezizomycetes	Pezizales	Rhizinaceae	Psilopezia	litter_saprotroph		
jrk07545	Ascomycota	Pezizomycetes	Pezizales	Rhizinaceae	Rhizina	wood_saprotroph		
jrk00809	Ascomycota	Pezizomycetes	Pezizales	Sarcoscyphaceae	Aurophora			
jrk02038	Ascomycota	Pezizomycetes	Pezizales	Sarcoscyphaceae	Cookeina			
jrk03375	Ascomycota	Pezizomycetes	Pezizales	Sarcoscyphaceae	Geodina			
jrk04357	Ascomycota	Pezizomycetes	Pezizales	Sarcoscyphaceae	Kompsoscypha			
jrk05179	Ascomycota	Pezizomycetes	Pezizales	Sarcoscyphaceae	Microstoma			
jrk05522	Ascomycota	Pezizomycetes	Pezizales	Sarcoscyphaceae	Nanoscypha			
jrk06491	Ascomycota	Pezizomycetes	Pezizales	Sarcoscyphaceae	Phillipsia			
jrk06652	Ascomycota	Pezizomycetes	Pezizales	Sarcoscyphaceae	Pithya	litter_saprotroph		
jrk07176	Ascomycota	Pezizomycetes	Pezizales	Sarcoscyphaceae	Pseudopithyella			
jrk09946	Ascomycota	Pezizomycetes	Pezizales	Sarcoscyphaceae	Rickiella			
jrk07804	Ascomycota	Pezizomycetes	Pezizales	Sarcoscyphaceae	Sarcoscypha			
jrk08807	Ascomycota	Pezizomycetes	Pezizales	Sarcoscyphaceae	Thindia			
jrk09390	Ascomycota	Pezizomycetes	Pezizales	Sarcoscyphaceae	Wynnea	soil_saprotroph		
jrk02030	Ascomycota	Pezizomycetes	Pezizales	Sarcosomataceae	Conoplea			
jrk02753	Ascomycota	Pezizomycetes	Pezizales	Sarcosomataceae	Donadinia			
jrk03316	Ascomycota	Pezizomycetes	Pezizales	Sarcosomataceae	Galiella			
jrk04368	Ascomycota	Pezizomycetes	Pezizales	Sarcosomataceae	Korfiella			
jrk06704	Ascomycota	Pezizomycetes	Pezizales	Sarcosomataceae	Plectania			
jrk07179	Ascomycota	Pezizomycetes	Pezizales	Sarcosomataceae	Pseudoplectania			
jrk07805	Ascomycota	Pezizomycetes	Pezizales	Sarcosomataceae	Sarcosoma			
jrk08481	Ascomycota	Pezizomycetes	Pezizales	Sarcosomataceae	Strumella	litter_saprotroph		
jrk09185	Ascomycota	Pezizomycetes	Pezizales	Sarcosomataceae	Urnula	litter_saprotroph		
jrk08462	Ascomycota	Pezizomycetes	Pezizales	Strobiloscyphaceae	Strobiloscypha			
jrk02476	Ascomycota	Pezizomycetes	Pezizales	Tarzettaceae	Densocarpa			
jrk03380	Ascomycota	Pezizomycetes	Pezizales	Tarzettaceae	Geopyxis	litter_saprotroph		
jrk03981	Ascomycota	Pezizomycetes	Pezizales	Tarzettaceae	Hydnocystis			
jrk04070	Ascomycota	Pezizomycetes	Pezizales	Tarzettaceae	Hypotarzetta			
jrk06251	Ascomycota	Pezizomycetes	Pezizales	Tarzettaceae	Paurocotylis			
jrk08667	Ascomycota	Pezizomycetes	Pezizales	Tarzettaceae	Tarzetta			
jrk01715	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Choiromyces			
jrk02657	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Dingleya			
jrk04414	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Labyrinthomyces			
jrk05799	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Nothojafnea			
jrk06089	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Paradoxa			
jrk07469	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Reddellomyces			
jrk09099	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber			
jrk00477	Ascomycota	Pezizomycotina class incertae sedis	Pezizomycotina order incertae sedis	Aphanopsidaceae	Aphanopsis			
jrk08361	Ascomycota	Pezizomycotina class incertae sedis	Pezizomycotina order incertae sedis	Aphanopsidaceae	Steinia			
jrk02693	Ascomycota	Pezizomycotina class incertae sedis	Pezizomycotina order incertae sedis	Diporothecaceae	Diporotheca			
jrk00018	Ascomycota	Pezizomycotina class incertae sedis	Pezizomycotina order incertae sedis	Eoterfeziaceae	Acanthogymnomyces			
jrk02978	Ascomycota	Pezizomycotina class incertae sedis	Pezizomycotina order incertae sedis	Eoterfeziaceae	Eoterfezia			
jrk03072	Ascomycota	Pezizomycotina class incertae sedis	Pezizomycotina order incertae sedis	Harpidiaceae	Euopsis			
jrk03706	Ascomycota	Pezizomycotina class incertae sedis	Pezizomycotina order incertae sedis	Harpidiaceae	Harpidium			
jrk05311	Ascomycota	Pezizomycotina class incertae sedis	Pezizomycotina order incertae sedis	Mucomassariaceae	Mucomassaria			
jrk00385	Ascomycota	Pezizomycotina class incertae sedis	Pezizomycotina order incertae sedis	Pezizomycotina family incertae sedis	Angatia	litter_saprotroph		
jrk01010	Ascomycota	Pezizomycotina class incertae sedis	Pezizomycotina order incertae sedis	Pezizomycotina family incertae sedis	Biatoridium			
jrk02277	Ascomycota	Pezizomycotina class incertae sedis	Pezizomycotina order incertae sedis	Pezizomycotina family incertae sedis	Cyanoporina			
jrk03255	Ascomycota	Pezizomycotina class incertae sedis	Pezizomycotina order incertae sedis	Pezizomycotina family incertae sedis	Frigidopyrenia			
jrk05030	Ascomycota	Pezizomycotina class incertae sedis	Pezizomycotina order incertae sedis	Pezizomycotina family incertae sedis	Melanophloea			
jrk05879	Ascomycota	Pezizomycotina class incertae sedis	Pezizomycotina order incertae sedis	Pezizomycotina family incertae sedis	Oevstedalia			
jrk06984	Ascomycota	Pezizomycotina class incertae sedis	Pezizomycotina order incertae sedis	Pezizomycotina family incertae sedis	Psammina	fungal_decomposer		
jrk10132	Ascomycota	Pezizomycotina class incertae sedis	Pezizomycotina order incertae sedis	Pezizomycotina family incertae sedis	Taxomyces	litter_saprotroph		
jrk08780	Ascomycota	Pezizomycotina class incertae sedis	Pezizomycotina order incertae sedis	Pezizomycotina family incertae sedis	Thelenidia			
jrk09210	Ascomycota	Pezizomycotina class incertae sedis	Pezizomycotina order incertae sedis	Pezizomycotina family incertae sedis	Wadeana			
jrk06570	Ascomycota	Pezizomycotina class incertae sedis	Pezizomycotina order incertae sedis	Phyllobatheliaceae	Phyllocratera			
jrk00667	Ascomycota	Pezizomycotina class incertae sedis	Pezizomycotina order incertae sedis	Saccardiaceae	Ascolectus	litter_saprotroph		
jrk02272	Ascomycota	Pezizomycotina class incertae sedis	Pezizomycotina order incertae sedis	Saccardiaceae	Cyanodiscus			
jrk03806	Ascomycota	Pezizomycotina class incertae sedis	Pezizomycotina order incertae sedis	Saccardiaceae	Henningsiella	litter_saprotroph		
jrk07068	Ascomycota	Pezizomycotina class incertae sedis	Pezizomycotina order incertae sedis	Saccardiaceae	Pseudodiscus			
jrk07737	Ascomycota	Pezizomycotina class incertae sedis	Pezizomycotina order incertae sedis	Saccardiaceae	Saccardia			
jrk08029	Ascomycota	Pezizomycotina class incertae sedis	Pezizomycotina order incertae sedis	Seuratiaceae	Seuratiopsis			
jrk08442	Ascomycota	Pezizomycotina class incertae sedis	Pezizomycotina order incertae sedis	Strangosporaceae	Strangospora			
jrk09064	Ascomycota	Pezizomycotina class incertae sedis	Pezizomycotina order incertae sedis	Trizodiaceae	Trizodia			
jrk07803	Ascomycota	Pezizomycotina class incertae sedis	Thelocarpales	Thelocarpaceae	Sarcosagium			
jrk08790	Ascomycota	Pezizomycotina class incertae sedis	Thelocarpales	Thelocarpaceae	Thelocarpon			
jrk09320	Ascomycota	Pezizomycotina class incertae sedis	Vezdaeales	Vezdaeaceae	Vezdaea			
