jrk_template	Phylum	Class	Order	Family	GENUS	Secondary_lifestyle	Genus	
jrk06825	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Polaroscyphus			
jrk06942	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Proprioscypha			
jrk06975	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Protounguicularia			
jrk06989	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Pseudaegerita			
jrk07043	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Pseudoclathrosphaerina	foliar_endophyte		
jrk07254	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Psilocistella	litter_saprotroph		
jrk09867	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Rhizoscyphus	soil_saprotroph		
jrk08808	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Thindiomyces			
jrk09168	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Unguiculariella			
jrk09170	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Unguiculella			
jrk03990	Ascomycota	Leotiomycetes	Helotiales	Hydrocinaceae	Hydrocina			
jrk09249	Ascomycota	Leotiomycetes	Helotiales	Hydrocinaceae	Varicosporium			
jrk09465	Ascomycota	Leotiomycetes	Helotiales	Hydrocinaceae	Xerombrophila			
jrk09871	Ascomycota	Leotiomycetes	Helotiales	Hyphodiscaceae	Catenulifera			
jrk00186	Ascomycota	Leotiomycetes	Helotiales	Lachnaceae	Albotricha			
jrk00976	Ascomycota	Leotiomycetes	Helotiales	Lachnaceae	Belonidium			
jrk01202	Ascomycota	Leotiomycetes	Helotiales	Lachnaceae	Brunnipila			
jrk01418	Ascomycota	Leotiomycetes	Helotiales	Lachnaceae	Capitotricha	litter_saprotroph		
jrk02396	Ascomycota	Leotiomycetes	Helotiales	Lachnaceae	Dasyscyphella	litter_saprotroph		
jrk03028	Ascomycota	Leotiomycetes	Helotiales	Lachnaceae	Erioscyphella			
jrk04126	Ascomycota	Leotiomycetes	Helotiales	Lachnaceae	Incrucipulum			
jrk09875	Ascomycota	Leotiomycetes	Helotiales	Lachnaceae	Lachnopsis			
jrk04425	Ascomycota	Leotiomycetes	Helotiales	Lachnaceae	Lachnum	wood_saprotroph		
jrk05608	Ascomycota	Leotiomycetes	Helotiales	Lachnaceae	Neodasyscypha			
jrk06323	Ascomycota	Leotiomycetes	Helotiales	Lachnaceae	Perrotia			
jrk06934	Ascomycota	Leotiomycetes	Helotiales	Lachnaceae	Proliferodiscus			
jrk09265	Ascomycota	Leotiomycetes	Helotiales	Lachnaceae	Velebitea			
jrk04801	Ascomycota	Leotiomycetes	Helotiales	Loramycetaceae	Loramyces			
jrk05842	Ascomycota	Leotiomycetes	Helotiales	Loramycetaceae	Obtectodiscus			
jrk05226	Ascomycota	Leotiomycetes	Helotiales	Mitrulaceae	Mitrula	wood_saprotroph		
jrk01242	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Bulbomollisia			
jrk02338	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Cystodendron			
jrk02706	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Discocurtisia			
jrk05247	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Mollisia	litter_saprotroph		
jrk05719	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Neotapesia			
jrk05775	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Niptera			
jrk05776	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Nipterella			
jrk06481	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Phialocephala	root_endophyte		
jrk07135	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Pseudonaevia			
jrk07796	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Sarconiptera			
jrk07939	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Scutobelonium			
jrk07940	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Scutomollisia			
jrk09041	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Trimmatostroma	fungal_decomposer		
jrk09250	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Variocladium			
jrk02262	Ascomycota	Leotiomycetes	Helotiales	Pezizellaceae	Curviclavula			
jrk09874	Ascomycota	Leotiomycetes	Helotiales	Pezizellaceae	Gemmina			
jrk09876	Ascomycota	Leotiomycetes	Helotiales	Pezizellaceae	Pezizella	soil_saprotroph		
jrk01286	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Cadophora	plant_pathogen		
jrk01958	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Collembolispora			
jrk09858	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Cylindrosporium			
jrk02473	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Dennisiodiscus			
jrk04483	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Lasiomollisia			
jrk04959	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Mastigosporium			
jrk05377	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Mycochaetophora			
jrk05805	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Nothophacidium			
jrk05866	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Oculimacula			
jrk07359	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Pyrenopeziza	litter_saprotroph		
jrk07532	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Rhexocercosporidium	litter_saprotroph		
jrk07608	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Rhynchosporium			
jrk07986	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Septogloeum			
jrk08180	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Spermospora			
jrk09512	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Ypsilina			
jrk09879	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botryotinia			
jrk04474	Ascomycota	Leotiomycetes	Helotiales	Solenopeziaceae	Lasiobelonium	litter_saprotroph		
jrk08135	Ascomycota	Leotiomycetes	Helotiales	Solenopeziaceae	Solenopezia			
jrk09003	Ascomycota	Leotiomycetes	Helotiales	Solenopeziaceae	Trichopeziza			
jrk09004	Ascomycota	Leotiomycetes	Helotiales	Solenopeziaceae	Trichopezizella			
jrk00049	Ascomycota	Leotiomycetes	Helotiales	Vibrisseaceae	Acephala	root_endophyte_dark_septate		
jrk04668	Ascomycota	Leotiomycetes	Helotiales	Vibrisseaceae	Leucovibrissea	wood_saprotroph		
jrk06798	Ascomycota	Leotiomycetes	Helotiales	Vibrisseaceae	Pocillum			
jrk09327	Ascomycota	Leotiomycetes	Helotiales	Vibrisseaceae	Vibrissea			
jrk04443	Ascomycota	Leotiomycetes	Lahmiales	Lahmiaceae	Lahmia			
jrk04509	Ascomycota	Leotiomycetes	Lauriomycetales	Lauriomycetaceae	Lauriomyces			
jrk01921	Ascomycota	Leotiomycetes	Leotiales	Cochlearomycetaceae	Cochlearomyces			
jrk04578	Ascomycota	Leotiomycetes	Leotiales	Leotiaceae	Leotia			
jrk05152	Ascomycota	Leotiomycetes	Leotiales	Leotiaceae	Microglossum			
jrk08822	Ascomycota	Leotiomycetes	Leotiales	Leotiaceae	Thuemenidium			
jrk00176	Ascomycota	Leotiomycetes	Leotiales	Leotiales family incertae sedis	Alatospora			
jrk09865	Ascomycota	Leotiomycetes	Leotiales	Mniaeciaceae	Epiglia	bryophilous		
jrk05234	Ascomycota	Leotiomycetes	Leotiales	Mniaeciaceae	Mniaecia	bryophilous		
jrk01830	Ascomycota	Leotiomycetes	Leotiales	Tympanidaceae	Claussenomyces			
jrk09891	Ascomycota	Leotiomycetes	Leotiales	Tympanidaceae	Collophora	wood_saprotroph		
jrk01966	Ascomycota	Leotiomycetes	Leotiales	Tympanidaceae	Collophorina	foliar_endophyte		
jrk02794	Ascomycota	Leotiomycetes	Leotiales	Tympanidaceae	Durandiella	wood_saprotroph		
jrk09892	Ascomycota	Leotiomycetes	Leotiales	Tympanidaceae	Gelatinomyces			
jrk03355	Ascomycota	Leotiomycetes	Leotiales	Tympanidaceae	Gelatinosporium	foliar_endophyte		
jrk05451	Ascomycota	Leotiomycetes	Leotiales	Tympanidaceae	Myriodiscus			
jrk06924	Ascomycota	Leotiomycetes	Leotiales	Tympanidaceae	Pragmopora			
jrk09132	Ascomycota	Leotiomycetes	Leotiales	Tympanidaceae	Tympanis	wood_saprotroph		
jrk00123	Ascomycota	Leotiomycetes	Leotiomycetes order incertae sedis	Leotiomycetes family incertae sedis	Adelodiscus	plant_pathogen		
jrk00883	Ascomycota	Leotiomycetes	Leotiomycetes order incertae sedis	Leotiomycetes family incertae sedis	Bagnisimitrula			
jrk01313	Ascomycota	Leotiomycetes	Leotiomycetes order incertae sedis	Leotiomycetes family incertae sedis	Callerascus			
jrk09864	Ascomycota	Leotiomycetes	Leotiomycetes order incertae sedis	Leotiomycetes family incertae sedis	Crinula			
jrk03778	Ascomycota	Leotiomycetes	Leotiomycetes order incertae sedis	Leotiomycetes family incertae sedis	Helotiella			
jrk03786	Ascomycota	Leotiomycetes	Leotiomycetes order incertae sedis	Leotiomycetes family incertae sedis	Hemiglossum			
jrk10116	Ascomycota	Leotiomycetes	Leotiomycetes order incertae sedis	Leotiomycetes family incertae sedis	Hormiactella	litter_saprotroph		
jrk04306	Ascomycota	Leotiomycetes	Leotiomycetes order incertae sedis	Leotiomycetes family incertae sedis	Kendrickiella	fungal_decomposer		
jrk05038	Ascomycota	Leotiomycetes	Leotiomycetes order incertae sedis	Leotiomycetes family incertae sedis	Melanormia			
jrk05109	Ascomycota	Leotiomycetes	Leotiomycetes order incertae sedis	Leotiomycetes family incertae sedis	Metapezizella	fungal_decomposer		
jrk05858	Ascomycota	Leotiomycetes	Leotiomycetes order incertae sedis	Leotiomycetes family incertae sedis	Ocotomyces			
jrk05987	Ascomycota	Leotiomycetes	Leotiomycetes order incertae sedis	Leotiomycetes family incertae sedis	Otwaya			
jrk06576	Ascomycota	Leotiomycetes	Leotiomycetes order incertae sedis	Leotiomycetes family incertae sedis	Phyllopezis	plant_pathogen		
jrk06597	Ascomycota	Leotiomycetes	Leotiomycetes order incertae sedis	Leotiomycetes family incertae sedis	Physmatomyces			
jrk06848	Ascomycota	Leotiomycetes	Leotiomycetes order incertae sedis	Leotiomycetes family incertae sedis	Polydiscidium			
jrk06849	Ascomycota	Leotiomycetes	Leotiomycetes order incertae sedis	Leotiomycetes family incertae sedis	Polydiscina			
jrk07262	Ascomycota	Leotiomycetes	Leotiomycetes order incertae sedis	Leotiomycetes family incertae sedis	Psilothecium			
jrk07547	Ascomycota	Leotiomycetes	Leotiomycetes order incertae sedis	Leotiomycetes family incertae sedis	Rhizocalyx	plant_pathogen		
jrk07621	Ascomycota	Leotiomycetes	Leotiomycetes order incertae sedis	Leotiomycetes family incertae sedis	Riedera			
jrk07866	Ascomycota	Leotiomycetes	Leotiomycetes order incertae sedis	Leotiomycetes family incertae sedis	Schnablia			
jrk08074	Ascomycota	Leotiomycetes	Leotiomycetes order incertae sedis	Leotiomycetes family incertae sedis	Sinofavus			
jrk04700	Ascomycota	Leotiomycetes	Lichinodiales	Lichinodiaceae	Lichinodium			
jrk02285	Ascomycota	Leotiomycetes	Marthamycetales	Marthamycetaceae	Cyclaneusma	foliar_endophyte		
jrk04939	Ascomycota	Leotiomycetes	Marthamycetales	Marthamycetaceae	Marthamyces	wood_saprotroph		
jrk05059	Ascomycota	Leotiomycetes	Marthamycetales	Marthamycetaceae	Mellitiosporiella			
jrk05060	Ascomycota	Leotiomycetes	Marthamycetales	Marthamycetaceae	Mellitiosporium			
jrk05497	Ascomycota	Leotiomycetes	Marthamycetales	Marthamycetaceae	Naemacyclus	litter_saprotroph		
jrk06530	Ascomycota	Leotiomycetes	Marthamycetales	Marthamycetaceae	Phragmiticola			
jrk06939	Ascomycota	Leotiomycetes	Marthamycetales	Marthamycetaceae	Propolina			
jrk06941	Ascomycota	Leotiomycetes	Marthamycetales	Marthamycetaceae	Propolis			
jrk04980	Ascomycota	Leotiomycetes	Medeolariales	Medeolariaceae	Medeolaria			
jrk00212	Ascomycota	Leotiomycetes	Phacidiales	Phacidiaceae	Allantophomopsiella			
jrk00213	Ascomycota	Leotiomycetes	Phacidiales	Phacidiaceae	Allantophomopsis			
jrk01246	Ascomycota	Leotiomycetes	Phacidiales	Phacidiaceae	Bulgaria	foliar_endophyte		
jrk01348	Ascomycota	Leotiomycetes	Phacidiales	Phacidiaceae	Calvophomopsis	litter_saprotroph		
jrk09894	Ascomycota	Leotiomycetes	Phacidiales	Phacidiaceae	Ceuthospora			
jrk02075	Ascomycota	Leotiomycetes	Phacidiales	Phacidiaceae	Cornibusella	litter_saprotroph		
jrk02392	Ascomycota	Leotiomycetes	Phacidiales	Phacidiaceae	Darkera			
jrk03456	Ascomycota	Leotiomycetes	Phacidiales	Phacidiaceae	Gloeopycnis	litter_saprotroph		
jrk06356	Ascomycota	Leotiomycetes	Phacidiales	Phacidiaceae	Phacidiopycnis			
jrk06358	Ascomycota	Leotiomycetes	Phacidiales	Phacidiaceae	Phacidium	foliar_endophyte		
jrk09895	Ascomycota	Leotiomycetes	Phacidiales	Phacidiaceae	Potebniamyces			
jrk07165	Ascomycota	Leotiomycetes	Phacidiales	Phacidiaceae	Pseudophacidium	foliar_endophyte		
jrk08335	Ascomycota	Leotiomycetes	Phacidiales	Phacidiaceae	Starbaeckia			
jrk08443	Ascomycota	Leotiomycetes	Phacidiales	Phacidiaceae	Strasseria	foliar_endophyte		
jrk09896	Ascomycota	Leotiomycetes	Rhytismatales	Cudoniaceae	Pachycudonia	soil_saprotroph		
jrk01029	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Bifusella			
jrk01030	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Bifusepta	plant_pathogen		
jrk01050	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Bivallum			
jrk01394	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Canavirgella			
jrk01503	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Cavaraella			
jrk01548	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Ceratophacidium			
jrk01574	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Cerion			
jrk01914	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Coccomyces	plant_pathogen		
jrk01971	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Colpoma	plant_pathogen		
jrk02151	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Criella			
jrk02206	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Cryptomyces	wood_saprotroph		
jrk02406	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Davisomycella	foliar_endophyte		
jrk02705	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Discocainia	wood_saprotroph		
jrk02790	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Duplicaria			
jrk02791	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Duplicariella			
jrk02877	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Elytroderma	foliar_endophyte		
jrk03358	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Gelineostroma	plant_pathogen		
jrk04057	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Hypoderma	plant_pathogen		
jrk04058	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Hypodermella	plant_pathogen		
jrk04059	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Hypodermellina	plant_pathogen		
jrk04064	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Hypohelion	foliar_endophyte		
jrk04491	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Lasiostictella	litter_saprotroph		
jrk09897	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Leptostroma	foliar_endophyte		
jrk04740	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Lirula			
jrk04796	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Lophodermella	litter_saprotroph		
jrk04797	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Lophodermium	litter_saprotroph		
jrk09898	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Lophomerum	foliar_endophyte		
jrk04854	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Macroderma			
jrk05063	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Meloderma	plant_pathogen		
jrk05304	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Moutoniella	plant_pathogen		
jrk05456	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Myriophacidium	plant_pathogen		
jrk05553	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Nematococcomyces			
jrk05595	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Neococcomyces	plant_pathogen		
jrk05678	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Neophacidium			
jrk05810	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Nothorhytisma			
jrk06223	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Parvacoccum	litter_saprotroph		
jrk06410	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Phaeophacidium			
jrk06785	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Ploioderma			
jrk06938	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Propolidium			
jrk07196	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Pseudorhytisma			
jrk07317	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Pureke	plant_pathogen		
jrk07614	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Rhytisma	foliar_endophyte		
jrk08134	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Soleella			
jrk08282	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Sporomega			
jrk08597	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Zeus			
jrk08720	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Terriera	plant_pathogen		
jrk08804	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Therrya	wood_saprotroph		
jrk09084	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Tryblidiopsis	wood_saprotroph		
jrk09346	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Virgella			
jrk09363	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Vladracula			
jrk09498	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Xyloschizon			
jrk04658	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Leuconeurospora			
jrk05548	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Neelakesa			
jrk09899	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Teberdinia			
jrk00425	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Antarctomyces			
jrk00681	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Ascozonus			
jrk01284	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Caccobius			
jrk01860	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Cleistothelebolus			
jrk02045	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Coprobolus			
jrk03900	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Holwaya			
jrk04043	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Hyphozyma	litter_saprotroph		
jrk04610	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Leptokalpion			
jrk06994	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Pseudascozonus			
jrk07437	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Ramgea			
jrk08778	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Thelebolus	foliar_endophyte		
jrk03448	Ascomycota	Lichinomycetes	Lichinales	Gloeoheppiaceae	Gloeoheppia			
jrk03570	Ascomycota	Lichinomycetes	Lichinales	Gloeoheppiaceae	Gudelia			
jrk07157	Ascomycota	Lichinomycetes	Lichinales	Gloeoheppiaceae	Pseudopeltula			
jrk00384	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Anema			
jrk01342	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Calotrichopsis			
jrk02106	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Corynecystis			
jrk02224	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Cryptothele			
jrk02638	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Digitothyrea			
jrk02842	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Edwardiella			
jrk02980	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Ephebe			
jrk03182	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Finkia			
jrk03609	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Gyrocollema			
jrk03811	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Heppia			
jrk04230	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Jenmania			
jrk04532	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Lecidopyrenopsis			
jrk04561	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Lemmopsis			
jrk04563	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Lempholemma			
jrk04594	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Leprocollema			
jrk04698	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Lichina			
jrk04699	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Lichinella			
jrk04977	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Mawsonia			
jrk05107	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Metamelanea			
jrk06247	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Paulia			
jrk06255	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Peccania			
jrk06505	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Phloeopeccania			
jrk06560	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Phylliscidiopsis			
jrk06561	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Phylliscidium			
jrk06562	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Phyllisciella			
jrk06563	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Phylliscum			
jrk06890	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Porocyphus			
jrk06993	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Pseudarctomia			
jrk07096	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Pseudoheppia			
jrk07154	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Pseudopaulia			
jrk07272	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Psorotichia			
jrk07287	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Pterygiopsis			
jrk07350	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Pyrenocarpon			
jrk07362	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Pyrenopsis			
jrk08144	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Solorinaria			
jrk08465	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Stromatella			
jrk08546	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Synalissa			
jrk08577	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Zahlbrucknerella			
jrk08752	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Thallinocarpon			
jrk08787	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Thelignya			
jrk08802	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Thermutis			
jrk08803	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Thermutopsis			
jrk08824	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Thyrea			
jrk06281	Ascomycota	Lichinomycetes	Lichinales	Peltulaceae	Peltula			
jrk05644	Ascomycota	Neolectomycetes	Neolectales	Neolectaceae	Neolecta			
jrk00609	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Arthrobotrys	wood_saprotroph		
jrk09920	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Brachyphoris	wood_saprotroph		
jrk02377	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylella	litter_saprotroph		
jrk02378	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylellina	wood_saprotroph		
jrk09921	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylium	litter_saprotroph		
jrk09922	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dicranidion	animal_parasite		
jrk02773	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Drechslerella	wood_saprotroph		
jrk10117	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Duddingtonia	wood_saprotroph		
jrk02800	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dwayaangam	invertebrate_parasite		
jrk09923	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Gamsylella	wood_saprotroph		
jrk10118	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Geniculifera	wood_saprotroph		
jrk03624	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Habrostictis	litter_saprotroph		
jrk03752	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Helicoon	litter_saprotroph		
	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Hyalinia	litter_saprotroph		
jrk03960	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Hyalorbilia	animal_parasite		
jrk04534	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Lecophagus	wood_saprotroph		
jrk09924	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Monacrosporium	wood_saprotroph		
jrk05376	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Mycoceros	wood_saprotroph		
jrk05947	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	animal_parasite		
jrk07191	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Pseudorbilia	litter_saprotroph		
jrk07238	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Pseudotripoconidium	litter_saprotroph		
jrk07503	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Retiarius	wood_saprotroph		
jrk09287	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Vermispora	wood_saprotroph		
jrk05145	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliales family incertae sedis	Microdochiella	litter_saprotroph		
jrk09925	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliales family incertae sedis	Tridentaria	litter_saprotroph		
	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliales family incertae sedis	Trinacrium	litter_saprotroph		
jrk00645	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	dung_saprotroph		
