jrk_template	Phylum	Class	Order	Family	GENUS	primary_lifestyle	Secondary_lifestyle	Genus	
jrk01493	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Catinopeltis			#N/A	#N/A
jrk01505	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Cecidiomyces	lichen_parasite	fungal_decomposer	Dominikia	arbuscular_mycorrhizal
jrk01508	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ceeveesubramaniomyces			Hericium	wood_saprotroph
jrk01550	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ceratophorum			Ilyonectria	plant_pathogen
jrk01553	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ceratopycnis	unspecified_saprotroph		#N/A	#N/A
jrk01559	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ceratosporium	unspecified_saprotroph		Trichoderma	mycoparasite
jrk01591	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ceuthodiplospora	unspecified_saprotroph		#N/A	#N/A
jrk01592	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ceuthosira			Talaromyces	unspecified_saprotroph
jrk01593	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ceuthosporella			Septoglomus	arbuscular_mycorrhizal
jrk01603	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Chaetendophragmia			#N/A	#N/A
jrk01605	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Chaetoblastophorum			Spiromastix	soil_saprotroph
jrk01608	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Chaetochalara	unspecified_saprotroph		#N/A	#N/A
jrk01612	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Chaetocytostroma			Fusariella	plant_pathogen
jrk01615	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Chaetodiplis			#N/A	#N/A
jrk01617	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Chaetodiplodina			Funneliformis	arbuscular_mycorrhizal
jrk01626	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Chaetopeltaster			Scytalidium	wood_saprotroph
jrk01627	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Chaetophiophoma			Rhizophagus	arbuscular_mycorrhizal
jrk01629	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Chaetoplaca	unspecified_pathotroph		#N/A	#N/A
jrk01638	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Chaetoseptoria	plant_pathogen		Trichoderma	mycoparasite
jrk01653	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Chalarodendron			#N/A	#N/A
jrk01654	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Chalarodes			Fusidium	unspecified_saprotroph
jrk01667	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Characonidia			Bifiguratus	soil_saprotroph
jrk01670	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Charomyces			#N/A	#N/A
jrk01672	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Chasakopama			#N/A	#N/A
jrk01676	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Cheiroidea			Tricellula	litter_saprotroph
jrk01678	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Cheiromycella	unspecified_saprotroph		Trichoderma	mycoparasite
jrk01679	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Cheiromyceopsis			#N/A	#N/A
jrk01682	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Cheiropolyschema			#N/A	#N/A
jrk01688	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Chiastospora			#N/A	#N/A
jrk01692	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Chithramia			Paraglomus	arbuscular_mycorrhizal
jrk01697	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Chlamydopsis			Serendipita	root_endophyte
jrk01713	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Choanatiara			#N/A	#N/A
jrk01721	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Choreospora	lichen_parasite	fungal_decomposer	#N/A	#N/A
jrk01730	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Chrysachne			Schizothecium	dung_saprotroph
jrk01731	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Chrysalidopsis			#N/A	#N/A
jrk01732	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Chryseidea			Westerdykella	dung_saprotroph
jrk01759	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ciferria			Gigaspora	arbuscular_mycorrhizal
jrk01761	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ciferrina			#N/A	#N/A
jrk01762	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ciferriopeltis			Ambispora	arbuscular_mycorrhizal
jrk01763	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ciferrioxyphium	unspecified_saprotroph		#N/A	#N/A
jrk01767	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ciliochora	unspecified_saprotroph		#N/A	#N/A
jrk01771	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ciliophora			#N/A	#N/A
jrk01772	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ciliophorella			#N/A	#N/A
jrk01774	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ciliosporella			Ramophialophora	soil_saprotroph
jrk01782	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Circinoconiopsis			#N/A	#N/A
jrk01783	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Circinoconis			Cadophora	litter_saprotroph
jrk01792	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Cissococcomyces			#N/A	#N/A
jrk01796	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Civisubramaniania			#N/A	#N/A
jrk01802	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Cladoconidium			#N/A	#N/A
jrk01804	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Cladoniicola	lichen_parasite	fungal_decomposer	#N/A	#N/A
jrk01808	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Cladosphaera			#N/A	#N/A
jrk01810	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Cladosporiopsis			#N/A	#N/A
jrk01819	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Clasteropycnis			Rhizophagus	arbuscular_mycorrhizal
jrk01822	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Clathroconium			#N/A	#N/A
jrk01835	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Clauzadeomyces	lichen_parasite	fungal_decomposer	#N/A	#N/A
jrk01839	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Clavariana			#N/A	#N/A
jrk01855	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Cleistocystis			Scytalidium	wood_saprotroph
jrk01857	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Cleistonium	unspecified_saprotroph		Wilcoxina	ectomycorrhizal
jrk01858	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Cleistophoma			#N/A	#N/A
jrk01883	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Clypeochorella			#N/A	#N/A
jrk01886	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Clypeolum			Mortierella	soil_saprotroph
jrk01887	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Clypeopatella			#N/A	#N/A
jrk01888	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Clypeophialophora			#N/A	#N/A
jrk01891	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Clypeopycnis			#N/A	#N/A
jrk01893	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Clypeoseptoria	plant_pathogen		Kurtzmanomyces	unspecified_saprotroph
jrk01897	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Clypeostagonospora	plant_pathogen		Exophiala	animal_parasite
jrk01911	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Coccogloeum	foliar_endophyte	foliar_endophyte	Helicodendron	litter_saprotroph
jrk01928	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Codonmyces	lichen_parasite	fungal_decomposer	#N/A	#N/A
jrk01939	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Colemaniella			Articulospora	litter_saprotroph
jrk01941	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Coleodictyospora			#N/A	#N/A
jrk01946	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Coleoseptoria			Tubeufia	wood_saprotroph
jrk01962	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Colletosporium			Genolevuria	unspecified_saprotroph
jrk01967	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Collostroma			Metarhizium	animal_parasite
jrk01974	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Columnodomus			#N/A	#N/A
jrk01978	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Columnothyrium			#N/A	#N/A
jrk01981	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Comatospora			#N/A	#N/A
jrk01986	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Comocephalum			#N/A	#N/A
jrk01989	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Complexipes	unspecified_saprotroph		Mortierella	soil_saprotroph
jrk01997	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Coniambigua	lichen_parasite	fungal_decomposer	#N/A	#N/A
jrk02018	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Conioscyphopsis			Dactylella	wood_saprotroph
jrk02023	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Conjunctospora			#N/A	#N/A
jrk02031	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Conostoma			#N/A	#N/A
jrk02032	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Conostroma	plant_pathogen		Murispora	wood_saprotroph
jrk02034	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Consetiella			#N/A	#N/A
jrk02079	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Cornucopiella			#N/A	#N/A
jrk02081	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Cornutispora	lichen_parasite	fungal_decomposer	Minimedusa	lichen_parasite
jrk02082	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Cornutostilbe			#N/A	#N/A
jrk02105	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Corynecercospora			Mycena	litter_saprotroph
jrk02108	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Coryneliella			Preussia	dung_saprotroph
jrk02112	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Corynesporella			Capronia	soil_saprotroph
jrk02113	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Corynesporina			Paramicrothyrium	epiphyte
jrk02119	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Costanetoa			Curvularia	plant_pathogen
jrk02123	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Crandallia	plant_pathogen		Coniochaeta	unspecified_saprotroph
jrk02124	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Craneomyces			#N/A	#N/A
jrk02126	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Craspedodydimella			Kurtzmanomyces	unspecified_saprotroph
jrk02138	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Creodiplodina	foliar_endophyte	foliar_endophyte	#N/A	#N/A
jrk02140	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Creonecte			Mortierella	soil_saprotroph
jrk02141	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Creoseptoria			#N/A	#N/A
jrk02143	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Creothyriella			Betamyces	pollen_saprotroph
jrk02149	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Cribropeltis			Sporormiella	litter_saprotroph
jrk02152	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Crinigera			#N/A	#N/A
jrk02176	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Crustodiplodina			Catenulostroma	plant_pathogen
jrk02188	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Cryptoceuthospora			Resinicium	wood_saprotroph
jrk02193	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Cryptocoryneopsis			#N/A	#N/A
jrk02227	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Cryptumbellata			#N/A	#N/A
jrk02229	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ctenosporium			Parascedosporium	unspecified_saprotroph
jrk02230	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Cubasina			Hyphopichia	nectar/tap_saprotroph
jrk02257	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Curucispora			Plectosphaerella	plant_pathogen
