jrk_template	Phylum	Class	Order	Family	GENUS	primary_lifestyle	Secondary_lifestyle	Genus	
jrk00255	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Alveariospora			#N/A	#N/A
jrk00257	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Alveophoma			Oliveonia	wood_saprotroph
jrk00259	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Alysidiopsis			#N/A	#N/A
jrk00262	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Amallospora			Sonoraphlyctis	soil_saprotroph
jrk00288	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ameroconium	lichen_parasite	fungal_decomposer	#N/A	#N/A
jrk00289	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Amerodiscosiella			Fusarium	plant_pathogen
jrk00290	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Amerodiscosiellina			Myrothecium	litter_saprotroph
jrk00292	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Amerosporiopsis			Neosetophoma	litter_saprotroph
jrk00294	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Amerosympodula			#N/A	#N/A
jrk00304	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Amoenodochium			#N/A	#N/A
jrk00305	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Amoenomyces			#N/A	#N/A
jrk00315	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Amphichaetella			#N/A	#N/A
jrk00327	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Amphophialis			Fusarium	plant_pathogen
jrk00328	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Amphoropycnium			#N/A	#N/A
jrk00333	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ampullicephala			Erythrobasidium	mycoparasite
jrk00335	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ampulliferina			#N/A	#N/A
jrk00361	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Anabahusakala			Fusarium	plant_pathogen
jrk00363	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Anacraspedodidymum			Symmetrospora	epiphyte
jrk00364	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Anaexserticlava			#N/A	#N/A
jrk00366	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Anaphysmene			Neosetophoma	litter_saprotroph
jrk00369	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Anarhyma			Colletotrichum	plant_pathogen
jrk00371	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Anaselenosporella			Limonomyces	plant_pathogen
jrk00372	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Anaseptoidium			Chaetomidium	dung_saprotroph
jrk00375	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Anaverticicladus			#N/A	#N/A
jrk00377	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ancoraspora			Peziza	soil_saprotroph
jrk00378	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ancorasporella			Paradevriesia	0
jrk00388	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Angiopomopsis			Neosetophoma	litter_saprotroph
jrk00391	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Angulimaya	unspecified_saprotroph		#N/A	#N/A
jrk00393	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Angulospora	litter_saprotroph		#N/A	#N/A
jrk00403	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Annellodentimyces			Penicillium	unspecified_saprotroph
jrk00404	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Annellodochium			#N/A	#N/A
jrk00407	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Annellophorella			Neosetophoma	litter_saprotroph
jrk00409	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Annellospermosporella			Biappendiculispora	litter_saprotroph
jrk00429	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Antennatula	unspecified_pathotroph		Papiliotrema	mycoparasite
jrk00448	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Anthracoderma			Neosetophoma	litter_saprotroph
jrk00452	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Antimanoa			Neosetophoma	litter_saprotroph
jrk00459	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Antromyces			Genolevuria	unspecified_saprotroph
jrk00461	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Anulohypha			Saitozyma	soil_saprotroph
jrk00464	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Aoria			#N/A	#N/A
jrk00475	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Aphanofalx			#N/A	#N/A
jrk00503	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Apiotypa			#N/A	#N/A
jrk00512	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Apogloeum			Neosetophoma	litter_saprotroph
jrk00514	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Apomelasmia			#N/A	#N/A
jrk00516	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Aporellula			#N/A	#N/A
jrk00521	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Aposporella	animal_parasite	animal_decomposer	Cyphellophora	litter_saprotroph
jrk00522	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Apostrasseria	unspecified_saprotroph		Exophiala	animal_parasite
jrk00555	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Arachnophora			Rhizopus	soil_saprotroph
jrk00557	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Arachnospora			Catenulostroma	plant_pathogen
jrk00564	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Arborillus	lichen_parasite	fungal_decomposer	#N/A	#N/A
jrk00565	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Arborispora			Neosetophoma	litter_saprotroph
jrk00577	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ardhachandra			#N/A	#N/A
jrk00584	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Argentinomyces			Monilinia	plant_pathogen
jrk00618	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Arthromoniliphora			Glomus	arbuscular_mycorrhizal
jrk00622	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Arthropycnis			#N/A	#N/A
jrk00627	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Arthrowallemia			#N/A	#N/A
jrk00631	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Articulophora			#N/A	#N/A
jrk00651	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ascochytopsis			Oliveonia	wood_saprotroph
jrk00652	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ascochytulina			#N/A	#N/A
jrk00663	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ascofascicula			Oliveonia	wood_saprotroph
jrk00668	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ascomauritiana			Paraglomus	arbuscular_mycorrhizal
jrk00680	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ascosubramania	unspecified_saprotroph		#N/A	#N/A
jrk00690	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ashtaangam			#N/A	#N/A
jrk00698	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Aspilaima			#N/A	#N/A
jrk00702	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Astelechia			#N/A	#N/A
jrk00706	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Asterinothyriella			Acrocalymma	wood_saprotroph
jrk00707	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Asterinothyrium			Tumularia	litter_saprotroph
jrk00709	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Asteroconium			#N/A	#N/A
jrk00713	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Asteroglobulus	lichen_parasite	fungal_decomposer	Funneliformis	arbuscular_mycorrhizal
jrk00723	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Asterophoma	unspecified_saprotroph		Gigaspora	arbuscular_mycorrhizal
jrk00726	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Asteroscutula			Phallus	soil_saprotroph
jrk00728	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Asterostomopora			Mortierella	soil_saprotroph
jrk00729	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Asterostomopsis			#N/A	#N/A
jrk00730	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Asterostomula			Cosmospora	mycoparasite
jrk00731	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Asterostomulina			Tumularia	litter_saprotroph
jrk00735	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Astomella			#N/A	#N/A
jrk00740	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Astronatelia			#N/A	#N/A
jrk00763	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Atractilina			#N/A	#N/A
jrk00765	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Atractobolus			#N/A	#N/A
jrk00778	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Atrosetaphiale			Microdochium	plant_pathogen
jrk00779	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Atrosynnema			#N/A	#N/A
jrk00810	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Aurosphaeria			#N/A	#N/A
jrk00849	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Avesicladiella			#N/A	#N/A
jrk00850	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Avettaea	unspecified_saprotroph		Conlarium	wood_saprotroph
jrk00858	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Bacillopeltis			#N/A	#N/A
jrk00860	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Bactridium			#N/A	#N/A
jrk00862	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Bactrodesmiella			Paraglomus	arbuscular_mycorrhizal
jrk00869	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Baculospora			Camposporium	wood_saprotroph
jrk00871	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Badarisama			#N/A	#N/A
jrk00885	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Bahuchashaka			#N/A	#N/A
jrk00886	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Bahugada			Pseudophialocephala	#N/A
jrk00887	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Bahukalasa			Funneliformis	arbuscular_mycorrhizal
jrk00892	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Balaniopsis			Glomus	arbuscular_mycorrhizal
jrk00893	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Balanium			#N/A	#N/A
jrk00916	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Barbarosporina			#N/A	#N/A
jrk00921	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Barnettella			#N/A	#N/A
jrk00935	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Basauxia			Microdominikia	arbuscular_mycorrhizal
jrk00949	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Batistina			Trichoderma	mycoparasite
jrk00952	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Batistospora			#N/A	#N/A
jrk00963	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Beccopycnidium			Chaetomium	litter_saprotroph
jrk00965	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Beejadwaya			Eucasphaeria	plant_pathogen
jrk00969	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Belemnospora			#N/A	#N/A
jrk00975	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Bellulicauda	unspecified_saprotroph		#N/A	#N/A
jrk00978	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Beltramono			#N/A	#N/A
jrk00981	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Beltraniomyces			#N/A	#N/A
jrk00984	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Beniowskia	plant_pathogen		Oehlia	arbuscular_mycorrhizal
jrk00987	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Benjpalia			Gigaspora	arbuscular_mycorrhizal
jrk00989	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Berggrenia	soil_saprotroph		#N/A	#N/A
jrk01001	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Bhadradriella			Glomus	arbuscular_mycorrhizal
jrk01002	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Bhadradriomyces			#N/A	#N/A
jrk01003	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Bharatheeya			#N/A	#N/A
jrk01004	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Bhatia			#N/A	#N/A
jrk01013	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Bibanasiella			Pervetustus	arbuscular_mycorrhizal
jrk01019	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Bicoloromyces	lichen_parasite	fungal_decomposer	Podospora	dung_saprotroph
jrk01025	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Biflagellospora			Fusarium	plant_pathogen
jrk01026	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Biflagellosporella			Polyschema	soil_saprotroph
jrk01027	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Biflua			#N/A	#N/A
jrk01032	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Bimeris			#N/A	#N/A
jrk01037	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Bioconiosporium			#N/A	#N/A
jrk01038	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Biophomopsis			#N/A	#N/A
jrk01043	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Bisbyopeltis	plant_pathogen		#N/A	#N/A
jrk01049	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Bisseomyces			Linnemannia	#N/A
jrk01060	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Blastocatena			#N/A	#N/A
jrk01064	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Blastodictys			Oehlia	arbuscular_mycorrhizal
jrk01065	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Blastofusarioides			#N/A	#N/A
jrk01069	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Blastophragma			Glomus	arbuscular_mycorrhizal
jrk01072	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Blennoria			Gigaspora	arbuscular_mycorrhizal
jrk01073	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Blennoriopsis			#N/A	#N/A
jrk01075	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Bleptosporium	unspecified_saprotroph		#N/A	#N/A
jrk01076	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Blodgettia			Valsonectria	wood_saprotroph
jrk01116	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Bostrichonema			#N/A	#N/A
jrk01124	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Botryodiplodina			Microdominikia	arbuscular_mycorrhizal
jrk01129	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Botryomonilia			#N/A	#N/A
jrk01133	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Botryostroma	plant_pathogen		#N/A	#N/A
jrk01147	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Brachycephala			#N/A	#N/A
jrk01150	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Brachydesmiella			#N/A	#N/A
jrk01153	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Brachysporiellina			Paraglomus	arbuscular_mycorrhizal
jrk01154	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Brachysporiopsis			#N/A	#N/A
jrk01161	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Braunomyces			Gigaspora	arbuscular_mycorrhizal
jrk01163	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Brefeldiopycnis			Tumularia	litter_saprotroph
jrk01165	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Brencklea	unspecified_saprotroph		Paraglomus	arbuscular_mycorrhizal
jrk01172	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Brevicatenospora			Fusidium	unspecified_saprotroph
jrk01179	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Briania			Pervetustus	arbuscular_mycorrhizal
jrk01185	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Briosia	plant_pathogen		#N/A	#N/A
jrk01204	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Brycekendrickia			#N/A	#N/A
jrk01218	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Bryophytomyces	unspecified_saprotroph		Dendrophoma	plant_pathogen
jrk01238	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Bulbilopycnis			Gigaspora	arbuscular_mycorrhizal
jrk01240	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Bulbocatenospora			Fusarium	plant_pathogen
jrk01250	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Bullaserpens			Pervetustus	arbuscular_mycorrhizal
jrk01285	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Cacumisporium	wood_saprotroph		Glomus	arbuscular_mycorrhizal
jrk01288	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Caeruleoconidia	lichen_parasite	fungal_decomposer	Biappendiculispora	litter_saprotroph
jrk01300	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Calcarispora			Protocreopsis	wood_saprotroph
jrk01303	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Calceispora			#N/A	#N/A
jrk01317	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Callistospora	unspecified_saprotroph		Myrmecridium	soil_saprotroph
jrk01324	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Calocline			#N/A	#N/A
jrk01330	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Calongeomyces	lichen_parasite	fungal_decomposer	Mutinus	soil_saprotroph
jrk01359	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Camaroglobulus	unspecified_saprotroph		Cephalotrichum	soil_saprotroph
jrk01364	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Camaropycnis	unspecified_saprotroph		Operculomyces	pollen_saprotroph
jrk01365	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Camarosporellum	unspecified_saprotroph		#N/A	#N/A
jrk01368	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Camarosporiopsis	unspecified_saprotroph		#N/A	#N/A
jrk01379	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Camposporidium			#N/A	#N/A
jrk01397	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Candelabrum			Chloridium	litter_saprotroph
jrk01401	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Candelosynnema			Glomus	arbuscular_mycorrhizal
jrk01417	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Capitorostrum	plant_pathogen		Trichoderma	mycoparasite
jrk01425	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Capnofrasera	sooty_mold	litter_saprotroph	Westerdykella	dung_saprotroph
jrk01427	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Capnosporium			Glomus	arbuscular_mycorrhizal
jrk01433	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Capsicumyces			Brocchiosphaera	#N/A
jrk01447	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Carnegieispora	lichen_parasite	fungal_decomposer	Paraglomus	arbuscular_mycorrhizal
jrk01448	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Carnia			Septoglomus	arbuscular_mycorrhizal
jrk01452	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Carrismyces			Solicoccozyma	soil_saprotroph
jrk01456	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Casaresia	unspecified_saprotroph		#N/A	#N/A
jrk01458	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Castanedaea	unspecified_saprotroph		#N/A	#N/A
jrk01476	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Catenocuneiphora			Sarocladium	plant_pathogen
jrk01479	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Catenophora			#N/A	#N/A
jrk01480	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Catenophoropsis			Dominikia	arbuscular_mycorrhizal
jrk01481	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Catenosubulispora			#N/A	#N/A
jrk01482	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Catenosynnema			#N/A	#N/A
jrk01484	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Catenulaster			#N/A	#N/A
