OTU,Genus,PRIMARY TROPHIC GUILD
OTU_9,#N/A,#N/A
OTU_72,Vishniacozyma,soil_saprotroph
OTU_13,Hannaella,animal_parasite
OTU_4,Alternaria,plant_pathogen
OTU_12,Tilletiopsis,plant_pathogen
OTU_6544,Hannaella,animal_parasite
OTU_1060,#N/A,#N/A
OTU_5,Didymella,plant_pathogen
OTU_21,Bullera,unspecified_saprotroph
OTU_291,Vishniacozyma,soil_saprotroph
OTU_17,Hannaella,animal_parasite
OTU_23,Papiliotrema,mycoparasite
OTU_36,Neoascochyta,plant_pathogen
OTU_32,Symmetrospora,epiphyte
OTU_10,#N/A,#N/A
OTU_20,Hannaella,animal_parasite
OTU_2,Cladosporium,litter_saprotroph
OTU_85,#N/A,#N/A
OTU_18,#N/A,#N/A
OTU_2407,#N/A,#N/A
OTU_133,Dioszegia,litter_saprotroph
OTU_95,Ophiosphaerella,plant_pathogen
OTU_65,Hannaella,animal_parasite
OTU_4096,Neosetophoma,litter_saprotroph
OTU_15,#N/A,#N/A
OTU_45,Keissleriella,wood_saprotroph
OTU_48,Coniothyrium,plant_pathogen
OTU_3259,#N/A,#N/A
OTU_176,Vishniacozyma,soil_saprotroph
OTU_59,#N/A,#N/A
OTU_4607,Coniothyrium,plant_pathogen
OTU_6277,#N/A,#N/A
OTU_104,Septoriella,litter_saprotroph
OTU_89,#N/A,#N/A
OTU_223,Epicoccum,plant_pathogen
OTU_4383,#N/A,#N/A
OTU_55,Vishniacozyma,soil_saprotroph
OTU_389,Papiliotrema,mycoparasite
OTU_419,Edenia,plant_pathogen
OTU_35,#N/A,#N/A
OTU_54,#N/A,#N/A
OTU_401,Vishniacozyma,soil_saprotroph
OTU_164,Symmetrospora,epiphyte
OTU_120,Neoascochyta,plant_pathogen
OTU_673,Tilletiopsis,plant_pathogen
OTU_510,Rhodotorula,unspecified_saprotroph
OTU_130,Symmetrospora,epiphyte
OTU_464,Stemphylium,plant_pathogen
OTU_174,Vishniacozyma,soil_saprotroph
OTU_75,Dioszegia,litter_saprotroph
OTU_11,Fusarium,plant_pathogen
OTU_377,Kiflimonium,soil_saprotroph
OTU_1,Fusarium,plant_pathogen
OTU_189,Saitozyma,soil_saprotroph
OTU_199,Cystofilobasidium,litter_saprotroph
OTU_19,Neosetophoma,litter_saprotroph
OTU_239,Vishniacozyma,soil_saprotroph
OTU_203,Vishniacozyma,soil_saprotroph
OTU_924,Cystobasidium,mycoparasite
OTU_115,Ophiosphaerella,plant_pathogen
OTU_258,Vishniacozyma,soil_saprotroph
OTU_454,Paraphoma,plant_pathogen
OTU_128,Leptospora,litter_saprotroph
OTU_82,Tricellula,litter_saprotroph
OTU_52,#N/A,#N/A
OTU_482,Dioszegia,litter_saprotroph
OTU_1659,#N/A,#N/A
OTU_7,#N/A,#N/A
OTU_169,Sporobolomyces,mycoparasite
OTU_826,Hansfordia,unspecified_saprotroph
OTU_403,Dioszegia,litter_saprotroph
OTU_14,#N/A,#N/A
OTU_256,Vishniacozyma,soil_saprotroph
OTU_173,Microdochium,plant_pathogen
OTU_131,Leptospora,litter_saprotroph
OTU_373,Setophoma,plant_pathogen
OTU_5156,Phaeosphaeria,litter_saprotroph
OTU_195,#N/A,#N/A
OTU_262,Phaeosphaeriopsis,plant_pathogen
OTU_497,#N/A,#N/A
OTU_7036,#N/A,#N/A
OTU_49,Paraphoma,plant_pathogen
OTU_387,Stagonosporopsis,plant_pathogen
OTU_411,Oomyces,litter_saprotroph
OTU_669,#N/A,#N/A
OTU_4175,#N/A,#N/A
OTU_592,#N/A,#N/A
OTU_995,Exidia,wood_saprotroph
OTU_142,Bulleribasidium,unspecified_saprotroph
OTU_34,Fusarium,plant_pathogen
OTU_78,Zymoseptoria,plant_pathogen
OTU_437,Taphrina,plant_pathogen
OTU_467,Leptospora,litter_saprotroph
OTU_516,Curvularia,plant_pathogen
OTU_1048,Filobasidium,unspecified_saprotroph
OTU_182,Rhodotorula,unspecified_saprotroph
OTU_117,Paraphoma,plant_pathogen
OTU_300,#N/A,#N/A
OTU_250,Neodevriesia,plant_pathogen
OTU_28,Neosetophoma,litter_saprotroph
OTU_147,Papiliotrema,mycoparasite
OTU_46,Herpotrichia,plant_pathogen
OTU_67,#N/A,#N/A
OTU_379,Filobasidium,unspecified_saprotroph
OTU_360,Dioszegia,litter_saprotroph
OTU_119,Paraophiobolus,litter_saprotroph
OTU_200,Sporobolomyces,mycoparasite
OTU_910,Exidia,wood_saprotroph
OTU_98,Phaeosphaeria,litter_saprotroph
OTU_66,#N/A,#N/A
OTU_5034,#N/A,#N/A
OTU_589,Papiliotrema,mycoparasite
OTU_6205,Paraphoma,plant_pathogen
OTU_926,Phaeodactylium,plant_pathogen
OTU_1621,Taphrina,plant_pathogen
OTU_323,Piniphoma,wood_saprotroph
OTU_570,Wojnowiciella,litter_saprotroph
OTU_1587,#N/A,#N/A
OTU_399,Cladosporium,litter_saprotroph
OTU_69,Neosetophoma,litter_saprotroph
OTU_7408,#N/A,#N/A
OTU_367,#N/A,#N/A
OTU_125,Aureobasidium,sooty_mold
OTU_505,#N/A,#N/A
OTU_152,Tausonia,soil_saprotroph
OTU_6865,#N/A,#N/A
OTU_325,Zymoseptoria,plant_pathogen
OTU_51,#N/A,#N/A
OTU_63,Sarocladium,plant_pathogen
OTU_7152,#N/A,#N/A
OTU_224,Filobasidium,unspecified_saprotroph
OTU_7605,Bulleribasidium,unspecified_saprotroph
OTU_70,Striaticonidium,soil_saprotroph
OTU_783,#N/A,#N/A
OTU_764,#N/A,#N/A
OTU_4727,Neosetophoma,litter_saprotroph
OTU_791,Angustimassarina,mycoparasite
OTU_3073,Xenoramularia,plant_pathogen
OTU_257,Filobasidium,unspecified_saprotroph
OTU_335,Dioszegia,litter_saprotroph
OTU_140,Sporobolomyces,mycoparasite
OTU_649,Leucosporidium,soil_saprotroph
OTU_762,Pyricularia,plant_pathogen
OTU_935,Paraphoma,plant_pathogen
OTU_25,Plectosphaerella,plant_pathogen
OTU_1534,#N/A,#N/A
OTU_88,#N/A,#N/A
OTU_2151,Tilletiopsis,plant_pathogen
OTU_269,#N/A,#N/A
OTU_743,Paraphaeosphaeria,wood_saprotroph
OTU_611,Dioszegia,litter_saprotroph
OTU_1021,#N/A,#N/A
OTU_1227,#N/A,#N/A
OTU_211,Mortierella,soil_saprotroph
OTU_101,Sistotrema,litter_saprotroph
OTU_5821,#N/A,#N/A
OTU_175,Septoriella,litter_saprotroph
OTU_940,Zymoseptoria,plant_pathogen
OTU_1745,Tilletiopsis,plant_pathogen
OTU_6818,Stagonosporopsis,plant_pathogen
OTU_307,#N/A,#N/A
OTU_364,Microdochium,plant_pathogen
OTU_4010,Teunia,soil_saprotroph
OTU_406,#N/A,#N/A
OTU_251,Paradevriesia,0
OTU_734,Papiliotrema,mycoparasite
OTU_4458,#N/A,#N/A
OTU_4112,#N/A,#N/A
OTU_96,Bipolaris,plant_pathogen
OTU_219,#N/A,#N/A
OTU_661,#N/A,#N/A
OTU_38,#N/A,#N/A
OTU_1010,Fusarium,plant_pathogen
OTU_1863,Ramularia,plant_pathogen
OTU_186,Occultifur,mycoparasite
OTU_1163,Cladosporium,litter_saprotroph
OTU_501,Phaeosphaeria,litter_saprotroph
OTU_2009,Xenosonderhenia,litter_saprotroph
OTU_47,#N/A,#N/A
OTU_2016,#N/A,#N/A
OTU_1564,Nigrospora,litter_saprotroph
OTU_885,#N/A,#N/A
OTU_166,#N/A,#N/A
OTU_3346,Yunzhangia,unspecified
OTU_3930,Monochaetia,plant_pathogen
OTU_178,#N/A,#N/A
OTU_138,Paraphoma,plant_pathogen
OTU_6,#N/A,#N/A
OTU_535,Arizonaphlyctis,soil_saprotroph
OTU_474,#N/A,#N/A
OTU_368,Leptospora,litter_saprotroph
OTU_383,Alternaria,plant_pathogen
OTU_435,Pyrenophora,plant_pathogen
OTU_3487,#N/A,#N/A
OTU_37,#N/A,#N/A
OTU_126,#N/A,#N/A
OTU_1040,Hannaella,animal_parasite
OTU_985,Galiicola,litter_saprotroph
OTU_5630,Tilletiopsis,plant_pathogen
OTU_5078,#N/A,#N/A
OTU_945,Neosetophoma,litter_saprotroph
OTU_496,Tilletia,plant_pathogen
OTU_493,#N/A,#N/A
OTU_912,#N/A,#N/A
OTU_132,Colletotrichum,plant_pathogen
OTU_1499,Blumeria,plant_pathogen
OTU_108,Minimedusa,lichen_parasite
OTU_248,Phaeosphaeria,litter_saprotroph
OTU_2399,Fusarium,plant_pathogen
OTU_16,#N/A,#N/A
OTU_2209,Taphrina,plant_pathogen
OTU_376,Filobasidium,unspecified_saprotroph
OTU_56,Neosetophoma,litter_saprotroph
OTU_102,#N/A,#N/A
OTU_369,Saitozyma,soil_saprotroph
OTU_7336,Neosetophoma,litter_saprotroph
OTU_1388,#N/A,#N/A
OTU_605,Neosetophoma,litter_saprotroph
OTU_111,Schizothecium,dung_saprotroph
OTU_322,Alternaria,plant_pathogen
OTU_3309,Septoriella,litter_saprotroph
OTU_2737,#N/A,#N/A
OTU_57,#N/A,#N/A
OTU_345,Phaeosphaeria,litter_saprotroph
OTU_114,Alternaria,plant_pathogen
OTU_632,Pyricularia,plant_pathogen
OTU_5286,#N/A,#N/A
OTU_4643,Vishniacozyma,soil_saprotroph
OTU_210,Neoascochyta,plant_pathogen
OTU_319,Dissoconium,litter_saprotroph
OTU_317,Ascochyta,plant_pathogen
OTU_1242,Chaetosphaeronema,plant_pathogen
OTU_896,Zymoseptoria,plant_pathogen
OTU_971,Septoriella,litter_saprotroph
OTU_950,#N/A,#N/A
OTU_580,#N/A,#N/A
OTU_94,#N/A,#N/A
OTU_2485,#N/A,#N/A
OTU_918,Tilletia,plant_pathogen
OTU_809,Neofitzroyomyces,plant_pathogen
OTU_4513,Neosetophoma,litter_saprotroph
OTU_71,#N/A,#N/A
OTU_254,#N/A,#N/A
OTU_4275,Leucosporidium,soil_saprotroph
OTU_388,Mrakiella,soil_saprotroph
OTU_1029,Neopseudolachnella,litter_saprotroph
OTU_5844,Leptospora,litter_saprotroph
OTU_960,Neosetophoma,litter_saprotroph
OTU_524,Apenidiella,litter_saprotroph
OTU_4468,Cystobasidium,mycoparasite
OTU_424,Cercospora,plant_pathogen
OTU_492,Pyrenochaetopsis,foliar_endophyte
OTU_179,Waitea,plant_pathogen
OTU_4531,Neosetophoma,litter_saprotroph
OTU_305,Plenodomus,plant_pathogen
OTU_284,Vishniacozyma,soil_saprotroph
OTU_5011,Neosetophoma,litter_saprotroph
OTU_5595,Neosetophoma,litter_saprotroph
OTU_876,Tilletia,plant_pathogen
OTU_1890,Heterophoma,plant_pathogen
OTU_30,Mortierella,soil_saprotroph
OTU_739,#N/A,#N/A
OTU_554,Neocamarosporium,wood_saprotroph
OTU_347,Filobasidium,unspecified_saprotroph
OTU_2414,Duportella,wood_saprotroph
OTU_1066,Sporormiella,litter_saprotroph
OTU_1286,Radulidium,unspecified_saprotroph
OTU_91,#N/A,#N/A
OTU_8,#N/A,#N/A
OTU_318,Bulleribasidium,unspecified_saprotroph
OTU_315,Ophiognomonia,plant_pathogen
OTU_206,Kondoa,unspecified_saprotroph
OTU_334,#N/A,#N/A
OTU_274,Dissoconium,litter_saprotroph
OTU_3182,#N/A,#N/A
OTU_892,#N/A,#N/A
OTU_6204,#N/A,#N/A
OTU_3801,Aureobasidium,sooty_mold
OTU_1263,#N/A,#N/A
OTU_654,Alternaria,plant_pathogen
OTU_521,Paraphaeosphaeria,wood_saprotroph
OTU_1805,Ustilentyloma,plant_pathogen
OTU_1309,Sporobolomyces,mycoparasite
OTU_340,#N/A,#N/A
OTU_2373,Parafenestella,unspecified_saprotroph
OTU_3389,Didymella,plant_pathogen
OTU_2269,Stagonospora,plant_pathogen
OTU_3758,Cercospora,plant_pathogen
OTU_989,Phaeosphaeria,litter_saprotroph
OTU_280,#N/A,#N/A
OTU_2723,#N/A,#N/A
OTU_1438,Dissoconium,litter_saprotroph
OTU_267,Dioszegia,litter_saprotroph
OTU_4068,#N/A,#N/A
OTU_658,Microdochium,plant_pathogen
OTU_469,Ramularia,plant_pathogen
OTU_77,#N/A,#N/A
OTU_1482,Orbilia,wood_saprotroph
OTU_243,Dinemasporium,litter_saprotroph
OTU_4750,Vishniacozyma,soil_saprotroph
OTU_287,Neosetophoma,litter_saprotroph
OTU_2093,Bipolaris,plant_pathogen
OTU_639,Zymoseptoria,plant_pathogen
OTU_1171,Ascobolus,litter_saprotroph
OTU_4085,Ochrocladosporium,wood_saprotroph
OTU_1698,#N/A,#N/A
OTU_233,Saitozyma,soil_saprotroph
OTU_921,Setophoma,plant_pathogen
OTU_40,Phomopsis,plant_pathogen
OTU_26,Mortierella,soil_saprotroph
OTU_2049,#N/A,#N/A
OTU_1404,Stagonospora,plant_pathogen
OTU_304,Pseudoophiobolus,litter_saprotroph
OTU_2632,#N/A,#N/A
OTU_572,#N/A,#N/A
OTU_481,Dioszegia,litter_saprotroph
OTU_1668,Cryptocline,plant_pathogen
OTU_3233,#N/A,#N/A
OTU_7743,Hannaella,animal_parasite
OTU_445,Hannaella,animal_parasite
OTU_1946,Setomelanomma,plant_pathogen
OTU_547,Pyrenophora,plant_pathogen
OTU_708,Acremonium,unspecified_saprotroph
OTU_1938,Laetisaria,plant_pathogen
OTU_298,#N/A,#N/A
OTU_68,Solicoccozyma,soil_saprotroph
OTU_3625,Glomerobolus,plant_pathogen
OTU_320,Entyloma,plant_pathogen
OTU_352,Vishniacozyma,soil_saprotroph
OTU_1809,Leptospora,litter_saprotroph
OTU_217,#N/A,#N/A
OTU_226,#N/A,#N/A
OTU_854,#N/A,#N/A
OTU_1552,Sistotremastrum,wood_saprotroph
OTU_110,Tetraploa,litter_saprotroph
OTU_188,Clonostachys,wood_saprotroph
OTU_697,Ceratobasidium,plant_pathogen
OTU_502,Cladosporium,litter_saprotroph
OTU_657,Robillarda,litter_saprotroph
OTU_3371,Neosetophoma,litter_saprotroph
OTU_1475,#N/A,#N/A
OTU_637,#N/A,#N/A
OTU_4878,Phaeosphaeria,litter_saprotroph
OTU_4058,Neosetophoma,litter_saprotroph
OTU_222,Nigrospora,litter_saprotroph
OTU_451,Tricellula,litter_saprotroph
OTU_583,Didymella,plant_pathogen
OTU_3942,Neodevriesia,plant_pathogen
OTU_665,Karstenia,unspecified_saprotroph
OTU_736,Ramularia,plant_pathogen
OTU_183,Colletotrichum,plant_pathogen
OTU_417,Colletotrichum,plant_pathogen
OTU_931,Limonomyces,plant_pathogen
OTU_5314,#N/A,#N/A
OTU_766,#N/A,#N/A
OTU_252,Rhizophlyctis,litter_saprotroph
OTU_86,#N/A,#N/A
OTU_404,Alternariaster,plant_pathogen
OTU_4137,Periconia,plant_pathogen
OTU_954,Kurtzmanomyces,unspecified_saprotroph
OTU_1403,Dissoconium,litter_saprotroph
OTU_2503,Vishniacozyma,soil_saprotroph
OTU_412,#N/A,#N/A
OTU_2460,Peniophora,wood_saprotroph
OTU_3971,#N/A,#N/A
OTU_3262,#N/A,#N/A
OTU_5321,Fusarium,plant_pathogen
OTU_116,Cistella,wood_saprotroph
OTU_390,Periconia,plant_pathogen
OTU_847,Phaeosphaeria,litter_saprotroph
OTU_2166,Plagiostoma,wood_saprotroph
OTU_1102,Protomyces,plant_pathogen
OTU_963,Ramularia,plant_pathogen
OTU_2231,Rhodotorula,unspecified_saprotroph
OTU_1424,Pyrenophora,plant_pathogen
OTU_4204,#N/A,#N/A
OTU_6213,Pseudogymnoascus,soil_saprotroph
OTU_2218,Blumeria,plant_pathogen
OTU_2241,#N/A,#N/A
OTU_837,Stagonospora,plant_pathogen
OTU_699,Stagonospora,plant_pathogen
OTU_1709,Keissleriella,wood_saprotroph
OTU_773,Ophiognomonia,plant_pathogen
OTU_3124,Protomyces,plant_pathogen
OTU_4256,Diaporthe,plant_pathogen
OTU_5898,Neosetophoma,litter_saprotroph
OTU_1905,Limonomyces,plant_pathogen
OTU_491,#N/A,#N/A
OTU_80,Albifimbria,soil_saprotroph
OTU_7558,Stagonospora,plant_pathogen
OTU_2291,Oxyporus,wood_saprotroph
OTU_149,#N/A,#N/A
OTU_311,Cyphellophora,litter_saprotroph
OTU_738,Dioszegia,litter_saprotroph
OTU_587,Lectera,plant_pathogen
OTU_1627,#N/A,#N/A
OTU_1701,Udeniomyces,unspecified_saprotroph
OTU_2545,Naganishia,unspecified_saprotroph
OTU_1680,Filobasidium,unspecified_saprotroph
OTU_1345,Leptodiscella,litter_saprotroph
OTU_816,#N/A,#N/A
OTU_3416,Neosetophoma,litter_saprotroph
OTU_941,#N/A,#N/A
OTU_3571,#N/A,#N/A
OTU_512,Thelebolus,dung_saprotroph
OTU_1435,Bipolaris,plant_pathogen
OTU_1821,Preussia,dung_saprotroph
OTU_716,Stemphylium,plant_pathogen
OTU_1256,Schizothecium,dung_saprotroph
OTU_2755,#N/A,#N/A
OTU_2976,Neosetophoma,litter_saprotroph
OTU_7705,Neosetophoma,litter_saprotroph
OTU_1335,#N/A,#N/A
OTU_1068,#N/A,#N/A
OTU_1816,Moellerodiscus,litter_saprotroph
OTU_595,Pseudopithomyces,plant_pathogen
OTU_1796,Pyrenophora,plant_pathogen
OTU_1149,#N/A,#N/A
OTU_1687,#N/A,#N/A
OTU_3190,#N/A,#N/A
OTU_2380,Alfaria,litter_saprotroph
OTU_167,#N/A,#N/A
OTU_4862,#N/A,#N/A
OTU_1341,Symmetrospora,epiphyte
OTU_105,Myrmecridium,soil_saprotroph
OTU_1665,Radulidium,unspecified_saprotroph
OTU_83,#N/A,#N/A
OTU_898,Diaporthe,plant_pathogen
OTU_770,Exophiala,animal_parasite
OTU_1782,Helicogloea,wood_saprotroph
OTU_230,Knufia,soil_saprotroph
OTU_860,#N/A,#N/A
OTU_5885,Neosetophoma,litter_saprotroph
OTU_664,Pestalotiopsis,plant_pathogen
OTU_943,#N/A,#N/A
OTU_919,Scytalidium,wood_saprotroph
OTU_2646,Periconia,plant_pathogen
OTU_331,Stachybotrys,wood_saprotroph
OTU_1393,Podosphaera,plant_pathogen
OTU_3444,Sistotrema,litter_saprotroph
OTU_925,#N/A,#N/A
OTU_6801,Neosetophoma,litter_saprotroph
OTU_6703,#N/A,#N/A
OTU_846,Monographella,plant_pathogen
OTU_1984,#N/A,#N/A
OTU_344,Sistotrema,litter_saprotroph
OTU_3131,Plagiostoma,wood_saprotroph
OTU_822,Phaeosphaeria,litter_saprotroph
OTU_5064,#N/A,#N/A
OTU_3378,Taphrina,plant_pathogen
OTU_2069,#N/A,#N/A
OTU_165,Lachnum,litter_saprotroph
OTU_61,Exophiala,animal_parasite
OTU_1094,Entyloma,plant_pathogen
OTU_1129,#N/A,#N/A
OTU_180,Emericellopsis,soil_saprotroph
OTU_802,#N/A,#N/A
OTU_6181,Septoriella,litter_saprotroph
OTU_1891,#N/A,#N/A
OTU_1076,#N/A,#N/A
OTU_1269,Paramycosphaerella,plant_pathogen
OTU_1017,Setophoma,plant_pathogen
OTU_7491,Ampelomyces,plant_pathogen
OTU_74,Inocybe,ectomycorrhizal
OTU_842,Didymella,plant_pathogen
OTU_3102,#N/A,#N/A
OTU_4407,#N/A,#N/A
OTU_760,#N/A,#N/A
OTU_4844,Paraconiothyrium,wood_saprotroph
OTU_374,Paraphaeosphaeria,wood_saprotroph
OTU_447,Stagonospora,plant_pathogen
OTU_6395,#N/A,#N/A
OTU_929,Orbilia,wood_saprotroph
OTU_409,#N/A,#N/A
OTU_4330,Neosetophoma,litter_saprotroph
OTU_704,Curvularia,plant_pathogen
OTU_2295,Taphrina,plant_pathogen
OTU_970,Cystobasidium,mycoparasite
OTU_962,Peniophora,wood_saprotroph
OTU_2260,#N/A,#N/A
OTU_1951,Kondoa,unspecified_saprotroph
OTU_956,Neovaginatispora,wood_saprotroph
OTU_3362,Neosetophoma,litter_saprotroph
OTU_7005,Vishniacozyma,soil_saprotroph
OTU_2554,#N/A,#N/A
OTU_363,Diaporthe,plant_pathogen
OTU_5265,#N/A,#N/A
OTU_865,Uwebraunia,litter_saprotroph
OTU_713,Sclerostagonospora,litter_saprotroph
OTU_3335,#N/A,#N/A
OTU_3003,#N/A,#N/A
OTU_752,#N/A,#N/A
OTU_1603,#N/A,#N/A
OTU_1643,Septoria,plant_pathogen
OTU_1602,Ramularia,plant_pathogen
OTU_1414,Buckleyzyma,epiphyte
OTU_2676,#N/A,#N/A
OTU_6819,Tremella,mycoparasite
OTU_782,#N/A,#N/A
OTU_3211,Keissleriella,wood_saprotroph
OTU_1857,#N/A,#N/A
OTU_902,Rhodotorula,unspecified_saprotroph
OTU_107,Phialocephala,soil_saprotroph
OTU_1503,Claviceps,plant_pathogen
OTU_4559,#N/A,#N/A
OTU_1113,Phyllozyma,epiphyte
OTU_678,Incrucipulum,litter_saprotroph
OTU_843,Lophiostoma,wood_saprotroph
OTU_2949,#N/A,#N/A
OTU_431,Cyphellophora,litter_saprotroph
OTU_1720,Golovinomyces,plant_pathogen
OTU_2315,#N/A,#N/A
OTU_3038,#N/A,#N/A
OTU_7682,#N/A,#N/A
OTU_2276,Parastagonospora,plant_pathogen
OTU_366,Exophiala,animal_parasite
OTU_1692,Entyloma,plant_pathogen
OTU_1801,#N/A,#N/A
OTU_1867,Neosetophoma,litter_saprotroph
OTU_936,Ceratobasidium,plant_pathogen
OTU_1223,Leptosphaeria,plant_pathogen
OTU_348,Papiliotrema,mycoparasite
OTU_726,#N/A,#N/A
OTU_882,Periconia,plant_pathogen
OTU_275,Paradevriesia,0
OTU_1512,#N/A,#N/A
OTU_3357,#N/A,#N/A
OTU_4016,Sampaiozyma,soil_saprotroph
OTU_1667,Mucor,soil_saprotroph
OTU_560,Vishniacozyma,soil_saprotroph
OTU_6562,Vishniacozyma,soil_saprotroph
OTU_1817,Ophiognomonia,plant_pathogen
OTU_4164,Colletotrichum,plant_pathogen
OTU_567,Uwebraunia,litter_saprotroph
OTU_414,Tricellula,litter_saprotroph
OTU_6708,#N/A,#N/A
OTU_190,#N/A,#N/A
OTU_2596,Dioszegia,litter_saprotroph
OTU_608,Phaeosphaeria,litter_saprotroph
OTU_1671,Sclerostagonospora,litter_saprotroph
OTU_2340,Penicillium,unspecified_saprotroph
OTU_604,Neoascochyta,plant_pathogen
OTU_1332,Curvularia,plant_pathogen
OTU_1331,#N/A,#N/A
OTU_7369,Cercospora,plant_pathogen
OTU_2294,#N/A,#N/A
OTU_2885,#N/A,#N/A
OTU_1300,Phaeosphaeria,litter_saprotroph
OTU_4766,Cryptococcus,unspecified_saprotroph
OTU_129,Panaeolus,dung_saprotroph
OTU_1888,Ophiosphaerella,plant_pathogen
OTU_2403,Sampaiozyma,soil_saprotroph
OTU_666,#N/A,#N/A
OTU_3919,Protomyces,plant_pathogen
OTU_3052,Porotheleum,wood_saprotroph
OTU_729,Ascobolus,litter_saprotroph
OTU_1837,#N/A,#N/A
OTU_5359,Leptospora,litter_saprotroph
OTU_1370,Alternaria,plant_pathogen
OTU_4263,Bipolaris,plant_pathogen
OTU_1677,Filobasidium,unspecified_saprotroph
OTU_7271,Aspergillus,unspecified_saprotroph
OTU_358,Cistella,wood_saprotroph
OTU_1003,Stagonospora,plant_pathogen
OTU_4581,Atractiella,unspecified_saprotroph
OTU_3159,Zymoseptoria,plant_pathogen
OTU_1780,Neosetophoma,litter_saprotroph
OTU_7438,#N/A,#N/A
OTU_7811,Neosetophoma,litter_saprotroph
OTU_4520,Neoascochyta,plant_pathogen
OTU_979,Ceratobasidium,plant_pathogen
OTU_1699,#N/A,#N/A
OTU_642,Phaeosphaeria,litter_saprotroph
OTU_2963,#N/A,#N/A
OTU_1460,Dioszegia,litter_saprotroph
OTU_6656,#N/A,#N/A
OTU_7354,#N/A,#N/A
OTU_1619,Morinia,unspecified_saprotroph
OTU_1771,#N/A,#N/A
OTU_1413,Diaporthe,plant_pathogen
OTU_7130,Phaeosphaeria,litter_saprotroph
OTU_2103,Ramularia,plant_pathogen
OTU_4361,Neosetophoma,litter_saprotroph
OTU_1982,Cladosporium,litter_saprotroph
OTU_1967,#N/A,#N/A
OTU_1043,Phaeosphaeria,litter_saprotroph
OTU_880,#N/A,#N/A
OTU_2598,Arthuriomyces,plant_pathogen
OTU_2280,#N/A,#N/A
OTU_2036,Limonomyces,plant_pathogen
OTU_1356,#N/A,#N/A
OTU_1100,Colletotrichum,plant_pathogen
OTU_747,Karstenia,unspecified_saprotroph
OTU_728,Diaporthe,plant_pathogen
OTU_1976,Fusarium,plant_pathogen
OTU_597,Entyloma,plant_pathogen
OTU_1792,#N/A,#N/A
OTU_7752,Neosetophoma,litter_saprotroph
OTU_1606,Lectera,plant_pathogen
OTU_1855,#N/A,#N/A
OTU_977,Caliciopsis,plant_pathogen
OTU_2544,#N/A,#N/A
OTU_522,#N/A,#N/A
OTU_4479,Parastagonospora,plant_pathogen
OTU_2092,#N/A,#N/A
OTU_746,#N/A,#N/A
OTU_1735,#N/A,#N/A
OTU_6671,Cercospora,plant_pathogen
OTU_6685,Filobasidium,unspecified_saprotroph
OTU_1523,#N/A,#N/A
OTU_1182,#N/A,#N/A
OTU_3992,Neosetophoma,litter_saprotroph
OTU_4325,Kondoa,unspecified_saprotroph
OTU_1111,#N/A,#N/A
OTU_3002,#N/A,#N/A
OTU_582,Graminopassalora,plant_pathogen
OTU_3307,Neosetophoma,litter_saprotroph
OTU_2129,Parafenestella,unspecified_saprotroph
OTU_2419,Rosellinia,plant_pathogen
OTU_5731,Septoriella,litter_saprotroph
OTU_1005,Dissoconium,litter_saprotroph
OTU_1952,#N/A,#N/A
OTU_7401,Neosetophoma,litter_saprotroph
OTU_4253,#N/A,#N/A
OTU_4866,#N/A,#N/A
OTU_1110,Seimatosporium,plant_pathogen
OTU_4012,#N/A,#N/A
OTU_575,#N/A,#N/A
OTU_5598,Ophiosphaerella,plant_pathogen
OTU_586,Colletotrichum,plant_pathogen
OTU_1136,#N/A,#N/A
OTU_1431,Melampsora,plant_pathogen
OTU_966,Septoriella,litter_saprotroph
OTU_3410,Colletotrichum,plant_pathogen
OTU_3671,Peziza,soil_saprotroph
OTU_1041,Keissleriella,wood_saprotroph
OTU_171,Diaporthe,plant_pathogen
OTU_591,Fraxinicola,litter_saprotroph
OTU_3079,#N/A,#N/A
OTU_930,Populomyces,#N/A
OTU_2336,#N/A,#N/A
OTU_3836,#N/A,#N/A
OTU_427,#N/A,#N/A
OTU_1177,Crocicreas,litter_saprotroph
OTU_825,Leptospora,litter_saprotroph
OTU_6461,Stagonospora,plant_pathogen
OTU_213,Exophiala,animal_parasite
OTU_2066,Bipolaris,plant_pathogen
OTU_6599,Cercospora,plant_pathogen
OTU_7527,#N/A,#N/A
OTU_733,Vishniacozyma,soil_saprotroph
OTU_2813,#N/A,#N/A
OTU_294,#N/A,#N/A
OTU_1620,#N/A,#N/A
OTU_1917,Wojnowiciella,litter_saprotroph
OTU_4342,Lachnum,litter_saprotroph
OTU_5759,Cercospora,plant_pathogen
OTU_1686,#N/A,#N/A
OTU_1728,#N/A,#N/A
OTU_3605,#N/A,#N/A
OTU_1372,#N/A,#N/A
OTU_1315,Paraophiobolus,litter_saprotroph
OTU_1049,Dothiora,wood_saprotroph
OTU_852,Didymella,plant_pathogen
OTU_1653,Cyphellophora,litter_saprotroph
OTU_3229,Parastagonospora,plant_pathogen
OTU_2888,Oliveonia,wood_saprotroph
OTU_3678,Diaporthe,plant_pathogen
OTU_1336,Sakaguchia,unspecified_saprotroph
OTU_5682,Pestalotiopsis,plant_pathogen
OTU_4385,Neosetophoma,litter_saprotroph
OTU_1664,#N/A,#N/A
OTU_87,Conlarium,wood_saprotroph
OTU_900,Tetraploa,litter_saprotroph
OTU_2740,Cystobasidium,mycoparasite
OTU_3284,Stagonospora,plant_pathogen
