jrk_template	Phylum	Class	Order	Family	GENUS	primary_lifestyle	Secondary_lifestyle	Genus	
	Hypochytriomycota	Hyphochytriomycetes	Hyphochytriomycetes order incertae sedis	Hyphochytriomycetes family incertae sedis	Elina	unspecified_saprotroph			
jrk00688	Kickxellomycota	Asellariomycetes	Asellariales	Asellariaceae	Asellaria	animal_endosymbiont			
jrk00901	Kickxellomycota	Asellariomycetes	Asellariales	Asellariales family incertae sedis	Baltomyces	animal_endosymbiont			
jrk00918	Kickxellomycota	Barbatosporomycetes	Barbatosporales	Barbatosporaceae	Barbatospora	animal_endosymbiont			
jrk02641	Kickxellomycota	Dimargaritomycetes	Dimargaritales	Dimargaritaceae	Dimargaris	mycoparasite	dung_saprotroph		
jrk02719	Kickxellomycota	Dimargaritomycetes	Dimargaritales	Dimargaritaceae	Dispira	mycoparasite	dung_saprotroph		
jrk08236	Kickxellomycota	Dimargaritomycetes	Dimargaritales	Dimargaritaceae	Spinalia	mycoparasite	dung_saprotroph		
jrk08848	Kickxellomycota	Dimargaritomycetes	Dimargaritales	Dimargaritaceae	Tieghemiomyces	mycoparasite	dung_saprotroph		
jrk01449	Kickxellomycota	Harpellomycetes	Harpellales	Harpellaceae	Carouxella	animal_endosymbiont			
jrk03704	Kickxellomycota	Harpellomycetes	Harpellales	Harpellaceae	Harpella	animal_endosymbiont			
jrk03705	Kickxellomycota	Harpellomycetes	Harpellales	Harpellaceae	Harpellomyces	animal_endosymbiont			
jrk04331	Kickxellomycota	Harpellomycetes	Harpellales	Harpellaceae	Klastostachys	animal_endosymbiont			
jrk08312	Kickxellomycota	Harpellomycetes	Harpellales	Harpellaceae	Stachylina	animal_endosymbiont			
jrk08313	Kickxellomycota	Harpellomycetes	Harpellales	Harpellaceae	Stachylinoides	animal_endosymbiont			
jrk09061	Kickxellomycota	Harpellomycetes	Harpellales	Harpellales family incertae sedis	Trissocladomyces				
extra taxons by Reynolds	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Allantomyces	animal_endosymbiont			
jrk00840	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Austrosmittium	animal_endosymbiont			
jrk00864	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Bactromyces	animal_endosymbiont			
jrk00877	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Baetimyces	animal_endosymbiont			
jrk01089	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Bojamyces	animal_endosymbiont			
jrk01420	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Capniomyces	animal_endosymbiont			
jrk01499	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Caudomyces	animal_endosymbiont			
jrk01943	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Coleopteromyces	animal_endosymbiont			
jrk02370	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Dacryodiomyces	animal_endosymbiont			
jrk02852	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Ejectosporus	animal_endosymbiont			
jrk02982	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Ephemerellomyces	animal_endosymbiont			
jrk03276	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Furculomyces	animal_endosymbiont			
jrk03343	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Gauthieromyces	animal_endosymbiont			
jrk03372	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Genistelloides	animal_endosymbiont			
jrk03373	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Genistellospora	animal_endosymbiont			
jrk03479	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Glotzia	animal_endosymbiont			
jrk03532	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Graminella	animal_endosymbiont			
extra taxons by Reynolds	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Graminelloides	animal_endosymbiont			
jrk04432	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Laculus	animal_endosymbiont			
jrk04458	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Lancisporomyces	animal_endosymbiont			
jrk04539	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Legerioides	animal_endosymbiont			
jrk04540	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Legeriomyces	animal_endosymbiont			
jrk04541	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Legeriosimilis	animal_endosymbiont			
jrk05963	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Orphella	animal_endosymbiont			
jrk06293	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Pennella	animal_endosymbiont			
jrk06703	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Plecopteromyces	animal_endosymbiont			
jrk07090	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Pseudoharpella	animal_endosymbiont			
jrk07279	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Pteromaktron	animal_endosymbiont			
jrk08066	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Simuliomyces	animal_endosymbiont			
jrk08075	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Sinotrichium	animal_endosymbiont			
jrk08130	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Smittium	animal_endosymbiont			
jrk08166	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Spartiella	animal_endosymbiont			
jrk08430	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Stipella	animal_endosymbiont			
jrk08490	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Stypomyces	animal_endosymbiont			
jrk08582	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Zancudomyces	animal_endosymbiont			
jrk08625	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Zygopolaris	animal_endosymbiont			
jrk08626	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Zygopolaropsis	animal_endosymbiont			
jrk08676	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Tectimyces	animal_endosymbiont			
jrk09019	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Trichozygospora	animal_endosymbiont			
jrk09035	Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Trifoliellum	animal_endosymbiont			
jrk01933	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Coemansia	soil_saprotroph	dung_saprotroph		
jrk02694	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Dipsacomyces	soil_saprotroph			
jrk04316	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Kickxella	soil_saprotroph			
jrk04724	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Linderina	soil_saprotroph			
jrk04937	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Martensella	mycoparasite	fungal_decomposer		
jrk04938	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Martensiomyces	soil_saprotroph			
jrk05385	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Mycoemilia	soil_saprotroph			
jrk05402	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Myconymphaea	unspecified_saprotroph	animal_decomposer		
jrk06628	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Pinnaticoemansia	soil_saprotroph			
jrk08242	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Spirodactylon	dung_saprotroph			
jrk08247	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Spiromyces	dung_saprotroph			
jrk00141	Kickxellomycota	Ramicandelaberomycetes	Ramicandelaberales	Ramicandelaberaceae	Aenigmatospora				
jrk07438	Kickxellomycota	Ramicandelaberomycetes	Ramicandelaberales	Ramicandelaberaceae	Ramicandelaber	soil_saprotroph			
	Labyrinthulidia	Labyrinthulomycetes	Labyrinthulomycetes order incertae sedis	Amphitraemidae	Amphitrema	algal_ectosymbiont			
	Labyrinthulidia	Labyrinthulomycetes	Labyrinthulomycetes order incertae sedis	Amphitraemidae	Archerella	algal_ectosymbiont			
	Labyrinthulidia	Labyrinthulomycetes	Labyrinthulomycetes order incertae sedis	Labyrinthulaceae	Labyrinthula	plant_pathogen	unspecified_saprotroph		
	Labyrinthulidia	Labyrinthulomycetes	Labyrinthulomycetes order incertae sedis	Labyrinthulomycetes family incertae sedis	Althornia	unspecified_saprotroph			
	Labyrinthulidia	Labyrinthulomycetes	Labyrinthulomycetes order incertae sedis	Labyrinthulomycetes family incertae sedis	Amphifila	unspecified_saprotroph			
	Labyrinthulidia	Labyrinthulomycetes	Labyrinthulomycetes order incertae sedis	Labyrinthulomycetes family incertae sedis	Diplophrys	unspecified_saprotroph			
	Labyrinthulidia	Labyrinthulomycetes	Labyrinthulomycetes order incertae sedis	Labyrinthulomycetes family incertae sedis	Fibrophrys	unspecified_saprotroph			
	Labyrinthulidia	Labyrinthulomycetes	Labyrinthulomycetes order incertae sedis	Labyrinthulomycetes family incertae sedis	Monorhizochytrium	algal_parasite			
	Labyrinthulidia	Labyrinthulomycetes	Labyrinthulomycetes order incertae sedis	Labyrinthulomycetes family incertae sedis	Paramphitrema	algal_parasite	plant_pathogen		
	Labyrinthulidia	Labyrinthulomycetes	Labyrinthulomycetes order incertae sedis	Labyrinthulomycetes family incertae sedis	Sorodiplophrys	dung_saprotroph			
	Labyrinthulidia	Labyrinthulomycetes	Labyrinthulomycetes order incertae sedis	Labyrinthulomycetes family incertae sedis	Stellarchytrium	animal_parasite	animal_decomposer		
	Labyrinthulidia	Labyrinthulomycetes	Labyrinthulomycetes order incertae sedis	Thraustochytriaceae	Aplanochytrium	animal_parasite	litter_saprotroph		
	Labyrinthulidia	Labyrinthulomycetes	Labyrinthulomycetes order incertae sedis	Thraustochytriaceae	Aurantiochytrium	litter_saprotroph	fatty_acid_producer		
	Labyrinthulidia	Labyrinthulomycetes	Labyrinthulomycetes order incertae sedis	Thraustochytriaceae	Botryochytrium	litter_saprotroph			
	Labyrinthulidia	Labyrinthulomycetes	Labyrinthulomycetes order incertae sedis	Thraustochytriaceae	Japonochytrium	litter_saprotroph	fatty_acid_producer		
	Labyrinthulidia	Labyrinthulomycetes	Labyrinthulomycetes order incertae sedis	Thraustochytriaceae	Labyrinthuloides	foliar_endophyte	plant_pathogen		
	Labyrinthulidia	Labyrinthulomycetes	Labyrinthulomycetes order incertae sedis	Thraustochytriaceae	Oblongichytrium	animal_parasite	animal_decomposer		
	Labyrinthulidia	Labyrinthulomycetes	Labyrinthulomycetes order incertae sedis	Thraustochytriaceae	Parietichytrium	litter_saprotroph			
	Labyrinthulidia	Labyrinthulomycetes	Labyrinthulomycetes order incertae sedis	Thraustochytriaceae	Schizochytrium	litter_saprotroph	fatty_acid_producer		
	Labyrinthulidia	Labyrinthulomycetes	Labyrinthulomycetes order incertae sedis	Thraustochytriaceae	Sicyoidochytrium	litter_saprotroph			
	Labyrinthulidia	Labyrinthulomycetes	Labyrinthulomycetes order incertae sedis	Thraustochytriaceae	Thraustochytrium	animal_parasite	litter_saprotroph		
	Labyrinthulidia	Labyrinthulomycetes	Labyrinthulomycetes order incertae sedis	Thraustochytriaceae	Ulkenia	litter_saprotroph			
jrk03959	Monoblepharomycota	Hyaloraphidiomycetes	Hyaloraphidiales	Hyaloraphidiaceae	Hyaloraphidium	litter_saprotroph	algal_decomposer		
jrk03506	Monoblepharomycota	Monoblepharidomycetes	Monoblepharidales	Gonapodyaceae	Gonapodya	litter_saprotroph			
jrk05261	Monoblepharomycota	Monoblepharidomycetes	Monoblepharidales	Gonapodyaceae	Monoblepharella	litter_saprotroph			
jrk03707	Monoblepharomycota	Monoblepharidomycetes	Monoblepharidales	Harpochytriaceae	Harpochytrium	litter_saprotroph	algal_decomposer		
jrk05262	Monoblepharomycota	Monoblepharidomycetes	Monoblepharidales	Monoblepharidaceae	Monoblepharis	wood_saprotroph			
jrk05875	Monoblepharomycota	Monoblepharidomycetes	Monoblepharidales	Oedogoniomycetaceae	Oedogoniomyces	litter_saprotroph	algal_decomposer		
jrk08680	Monoblepharomycota	Monoblepharidomycetes	Monoblepharidales	Telasphaerulaceae	Telasphaerula	litter_saprotroph	algal_decomposer		
jrk00303	Monoblepharomycota	Sanchytriomycetes	Sanchytriales	Sanchytriaceae	Amoeboradix	algal_parasite			
jrk07773	Monoblepharomycota	Sanchytriomycetes	Sanchytriales	Sanchytriaceae	Sanchytrium	algal_parasite			
jrk00536	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Aquamortierella	unspecified_saprotroph	animal_decomposer		
jrk02723	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Dissophora	soil_saprotroph			
jrk03328	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Gamsiella	soil_saprotroph	dung_saprotroph		
jrk09907	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Haplosporangium	soil_saprotroph			
jrk04759	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Lobosporangium	soil_saprotroph			
jrk05238	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Modicella	soil_saprotroph			
jrk05302	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	soil_saprotroph	root-associated		
jrk02477	Mucoromycota	Endogonomycetes	Endogonales	Densosporaceae	Densospora	ectomycorrhizal	soil_saprotroph		
jrk02917	Mucoromycota	Endogonomycetes	Endogonales	Endogonaceae	Endogone	soil_saprotroph	root_endophyte		
jrk04233	Mucoromycota	Endogonomycetes	Endogonales	Endogonaceae	Jimgerdemannia	ectomycorrhizal	root-associated		
jrk06310	Mucoromycota	Endogonomycetes	Endogonales	Endogonaceae	Peridiospora	unspecified_saprotroph			
jrk07885	Mucoromycota	Endogonomycetes	Endogonales	Endogonaceae	Sclerogone	ectomycorrhizal	root-associated		
jrk08193	Mucoromycota	Endogonomycetes	Endogonales	Endogonaceae	Sphaerocreas	unspecified_saprotroph			
jrk06690	Mucoromycota	Endogonomycetes	Endogonomycetes order incertae sedis	Endogonomycetes family incertae sedis	Planticonsortium	arbuscular_mycorrhizal	root-associated		
jrk00859	Mucoromycota	Mucoromycetes	Mucorales	Backusellaceae	Backusella	soil_saprotroph	dung_saprotroph		
jrk01053	Mucoromycota	Mucoromycetes	Mucorales	Choanephoraceae	Blakeslea	soil_saprotroph	plant_pathogen		
jrk01714	Mucoromycota	Mucoromycetes	Mucorales	Choanephoraceae	Choanephora	litter_saprotroph	plant_pathogen		
jrk03403	Mucoromycota	Mucoromycetes	Mucorales	Choanephoraceae	Gilbertella	plant_pathogen	litter_saprotroph		
jrk06824	Mucoromycota	Mucoromycetes	Mucorales	Choanephoraceae	Poitrasia	soil_saprotroph			
jrk00010	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	soil_saprotroph			
jrk01696	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Chlamydoabsidia	soil_saprotroph			
jrk02251	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Cunninghamella	soil_saprotroph			
jrk03511	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Gongronella	soil_saprotroph			
jrk03663	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Halteromyces	soil_saprotroph			
jrk03831	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Hesseltinella	soil_saprotroph			
jrk04567	Mucoromycota	Mucoromycetes	Mucorales	Lentamycetaceae	Lentamyces	mycoparasite	fungal_decomposer		
jrk09908	Mucoromycota	Mucoromycetes	Mucorales	Lentamycetaceae	Siepmannia	mycoparasite	fungal_decomposer		
jrk01781	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Circinella	soil_saprotroph	dung_saprotroph		
jrk02560	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Dichotomocladium	soil_saprotroph			
jrk03156	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Fennellomyces	soil_saprotroph	dung_saprotroph		
jrk04701	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Lichtheimia	soil_saprotroph			
jrk06465	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Phascolomyces	soil_saprotroph	dung_saprotroph		
jrk07559	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Rhizomucor	soil_saprotroph			
jrk08618	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Zychaea	soil_saprotroph			
jrk08763	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Thamnostylum	soil_saprotroph			
jrk08798	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Thermomucor	soil_saprotroph			
jrk00110	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Actinomucor	soil_saprotroph	animal_parasite		
jrk00282	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Ambomucor	soil_saprotroph	dung_saprotroph		
jrk09909	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Amylomyces	soil_saprotroph			
jrk00985	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Benjaminiella	soil_saprotroph			
jrk01609	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Chaetocladium	soil_saprotroph	mycoparasite		
jrk09910	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Circinomucor	soil_saprotroph			
jrk01936	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Cokeromyces	soil_saprotroph			
jrk02566	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Dicranophora	mycoparasite	fungal_decomposer		
jrk02870	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Ellisomyces	soil_saprotroph	dung_saprotroph		
jrk03756	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Helicostylum	soil_saprotroph			
jrk04035	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Hyphomucor	soil_saprotroph			
jrk04186	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Isomucor	soil_saprotroph			
jrk04324	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Kirkiana	soil_saprotroph			
jrk04325	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Kirkomyces	soil_saprotroph			
jrk05314	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	soil_saprotroph			
jrk05539	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Nawawiella	soil_saprotroph			
jrk06168	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Parasitella	mycoparasite	fungal_decomposer		
jrk06614	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Pilaira	soil_saprotroph	dung_saprotroph		
jrk06633	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Pirella	soil_saprotroph	dung_saprotroph		
jrk07566	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Rhizopodopsis	soil_saprotroph			
jrk09911	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Zygorhynchus	soil_saprotroph			
jrk08756	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Thamnidium	soil_saprotroph	dung_saprotroph		
jrk08895	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Tortumyces	soil_saprotroph			
jrk05379	Mucoromycota	Mucoromycetes	Mucorales	Mycocladaceae	Mycocladus	soil_saprotroph			
jrk05430	Mucoromycota	Mucoromycetes	Mucorales	Mycotyphaceae	Mycotypha	soil_saprotroph	dung_saprotroph		
jrk06553	Mucoromycota	Mucoromycetes	Mucorales	Phycomycetaceae	Phycomyces	dung_saprotroph	soil_saprotroph		
jrk08237	Mucoromycota	Mucoromycetes	Mucorales	Phycomycetaceae	Spinellus	mycoparasite	fungal_decomposer		
jrk06621	Mucoromycota	Mucoromycetes	Mucorales	Pilobolaceae	Pilobolus	dung_saprotroph			
jrk09204	Mucoromycota	Mucoromycetes	Mucorales	Pilobolaceae	Utharomyces	soil_saprotroph	dung_saprotroph		
jrk07414	Mucoromycota	Mucoromycetes	Mucorales	Radiomycetaceae	Radiomyces	soil_saprotroph	dung_saprotroph		
jrk07568	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	soil_saprotroph	plant_pathogen		
jrk08279	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Sporodiniella	soil_saprotroph	arthropod_parasite		
jrk08574	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Syzygites	mycoparasite	fungal_decomposer		
jrk00515	Mucoromycota	Mucoromycetes	Mucorales	Saksenaeaceae	Apophysomyces	soil_saprotroph			
jrk07764	Mucoromycota	Mucoromycetes	Mucorales	Saksenaeaceae	Saksenaea	soil_saprotroph			
jrk06961	Mucoromycota	Mucoromycetes	Mucorales	Syncephalastraceae	Protomycocladus	soil_saprotroph			
jrk08553	Mucoromycota	Mucoromycetes	Mucorales	Syncephalastraceae	Syncephalastrum	soil_saprotroph	animal_parasite		
jrk01024	Mucoromycota	Mucoromycota class incertae sedis	Mucoromycota order incertae sedis	Mucoromycota family incertae sedis	Bifiguratus	soil_saprotroph			
jrk05315	Mucoromycota	Mucoromycota class incertae sedis	Mucoromycota order incertae sedis	Mucoromycota family incertae sedis	Mucorodium	unspecified_saprotroph			
jrk05796	Mucoromycota	Mucoromycota class incertae sedis	Mucoromycota order incertae sedis	Mucoromycota family incertae sedis	Nothadelphia	mycoparasite	fungal_decomposer		
jrk06023	Mucoromycota	Mucoromycota class incertae sedis	Mucoromycota order incertae sedis	Mucoromycota family incertae sedis	Palaeoendogone	foliar_endophyte			
jrk09156	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	soil_saprotroph	root-associated		
jrk09912	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Anaeromyces	animal_endosymbiont	litter_saprotroph		
jrk09913	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Buwchfawromyces	animal_endosymbiont	litter_saprotroph		
jrk09914	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Caecomyces	animal_endosymbiont	litter_saprotroph		
jrk09915	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Cyllamyces	animal_endosymbiont	litter_saprotroph		
jrk09916	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Neocallimastix	animal_endosymbiont	litter_saprotroph		
jrk09917	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Oontomyces	animal_endosymbiont	litter_saprotroph		
jrk09918	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Orpinomyces	animal_endosymbiont	litter_saprotroph		
jrk09919	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Piromyces	animal_endosymbiont	litter_saprotroph		
jrk01750	Olpidiomycota	Olpidiomycetes	Olpidiales	Olpidiaceae	Chytridhaema	animal_parasite	animal_decomposer		
jrk01755	Olpidiomycota	Olpidiomycetes	Olpidiales	Olpidiaceae	Cibdelia	mycoparasite	animal_parasite		
jrk04548	Olpidiomycota	Olpidiomycetes	Olpidiales	Olpidiaceae	Leiolpidium	plant_pathogen	litter_saprotroph		
	Oomycota	Oomycetes	Albuginales	Albuginaceae	Albugo	plant_pathogen			
	Oomycota	Oomycetes	Albuginales	Albuginaceae	Pustula	plant_pathogen			
	Oomycota	Oomycetes	Albuginales	Albuginaceae	Wilsoniana	plant_pathogen			
	Oomycota	Oomycetes	Anisolpidiales	Anisolpidiaceae	Anisolpidium	algal_parasite	pollen_saprotroph		
	Oomycota	Oomycetes	Lagenidiales	Haliphthoraceae	Atkinsiella	animal_parasite	animal_decomposer		
	Oomycota	Oomycetes	Lagenidiales	Haliphthoraceae	Halioticida	animal_parasite	animal_decomposer		
	Oomycota	Oomycetes	Lagenidiales	Haliphthoraceae	Haliphthoros	animal_parasite	animal_decomposer		
	Oomycota	Oomycetes	Lagenidiales	Haliphthoraceae	Halocrusticida	animal_parasite	animal_decomposer		
	Oomycota	Oomycetes	Lagenidiales	Haliphthoraceae	Halodaphnea	animal_parasite	animal_decomposer		
	Oomycota	Oomycetes	Lagenidiales	Lagenidiaceae	Lagenidium	animal_parasite	unspecified_saprotroph		
	Oomycota	Oomycetes	Lagenidiales	Lagenidiaceae	Salilagenidium	animal_parasite	unspecified_saprotroph		
	Oomycota	Oomycetes	Lagenidiales	Lagenidiales family incertae sedis	Paralagenidium	animal_parasite	animal_decomposer		
	Oomycota	Oomycetes	Leptomitales	Leptomitales family incertae sedis	Apodachlya	unspecified_saprotroph			
	Oomycota	Oomycetes	Leptomitales	Leptomitales family incertae sedis	Blastulidium	animal_parasite			
	Oomycota	Oomycetes	Leptomitales	Leptomitales family incertae sedis	Leptomitus	animal_parasite			
	Oomycota	Oomycetes	Myzocytiopsidales	Eurychasmataceae	Eurychasma	algal_parasite			
	Oomycota	Oomycetes	Myzocytiopsidales	Eurychasmataceae	Eurychasmidium	algal_parasite			
	Oomycota	Oomycetes	Myzocytiopsidales	Myzocytiopsidaceae	Chlamydomyzium	animal_parasite	animal_decomposer		
	Oomycota	Oomycetes	Myzocytiopsidales	Myzocytiopsidaceae	Gonimochaete	animal_parasite	animal_decomposer		
	Oomycota	Oomycetes	Myzocytiopsidales	Myzocytiopsidaceae	Myzocytiopsis	animal_parasite	animal_decomposer		
	Oomycota	Oomycetes	Myzocytiopsidales	Myzocytiopsidaceae	Protascus	animal_parasite	dung_saprotroph		
	Oomycota	Oomycetes	Myzocytiopsidales	Myzocytiopsidaceae	Syzygangia	animal_parasite	animal_decomposer		
	Oomycota	Oomycetes	Olpidiopsidales	Olpidiopsidaceae	Olpidiopsis	protistan_parasite	plant_pathogen		
	Oomycota	Oomycetes	Olpidiopsidales	Olpidiopsidaceae	Pleocystidium				
	Oomycota	Oomycetes	Oomycetes order incertae sedis	Crypticolaceae	Crypticola	animal_parasite			
	Oomycota	Oomycetes	Oomycetes order incertae sedis	Ectrogellaceae	Ectrogella	protistan_parasite	algal_parasite		
	Oomycota	Oomycetes	Oomycetes order incertae sedis	Lagenaceae	Ciliatomyces	protistan_parasite			
	Oomycota	Oomycetes	Oomycetes order incertae sedis	Lagenaceae	Ciliomyces	protistan_parasite			
	Oomycota	Oomycetes	Oomycetes order incertae sedis	Lagenaceae	Lagena	plant_pathogen	soil_saprotroph		
	Oomycota	Oomycetes	Oomycetes order incertae sedis	Lagenaceae	Pythiella	protistan_parasite			
	Oomycota	Oomycetes	Oomycetes order incertae sedis	Oomycetes family incertae sedis	Apodachyella				
	Oomycota	Oomycetes	Oomycetes order incertae sedis	Oomycetes family incertae sedis	Araiospora				
	Oomycota	Oomycetes	Oomycetes order incertae sedis	Oomycetes family incertae sedis	Cornumyces	unspecified_saprotroph			
	Oomycota	Oomycetes	Oomycetes order incertae sedis	Oomycetes family incertae sedis	Ducellieria				
	Oomycota	Oomycetes	Oomycetes order incertae sedis	Oomycetes family incertae sedis	Gominocheate				
